iso_code,countryname,months,total_cases,total_deaths,fatality_rate
SMR,San Marino,2021-08,5331,90,0.01688238604389420371
SMR,San Marino,2021-09,5428,91,0.01676492262343404569
SRB,Serbia,2021-02,459259,4443,0.00967427965483528902
SRB,Serbia,2021-03,600596,5308,0.00883788769821976836
SRB,Serbia,2021-04,689557,6362,0.00922621335147058184
SRB,Serbia,2021-05,712472,6865,0.00963546637622250418
SRB,Serbia,2021-06,716562,7047,0.00983445954432414781
SRB,Serbia,2021-07,721918,7114,0.00985430478253762893
SRB,Serbia,2021-08,762933,7292,0.00955785108259834088
SRB,Serbia,2021-09,917802,8097,0.00882216425765034288
SSD,South Sudan,2021-06,10834,117,0.01079933542551227617
SSD,South Sudan,2021-07,11049,119,0.01077020544845687393
SSD,South Sudan,2021-08,11436,120,0.01049317943336831060
SSD,South Sudan,2021-09,11954,128,0.01070771289944788355
STP,Sao Tome and Principe,2021-05,2345,38,0.01620469083155650320
STP,Sao Tome and Principe,2021-06,2366,41,0.01732882502113271344
STP,Sao Tome and Principe,2021-07,2454,37,0.01507742461287693562
STP,Sao Tome and Principe,2021-08,2608,37,0.01418711656441717791
STP,Sao Tome and Principe,2021-09,3349,49,0.01463123320394147507
SUR,Suriname,2021-05,14954,302,0.02019526548080781062
SUR,Suriname,2021-06,21732,522,0.02401987852015461071
SUR,Suriname,2021-07,25351,649,0.02560056802492998304
SUR,Suriname,2021-08,29293,721,0.02461338886423377599
SUR,Suriname,2021-09,40476,861,0.02127186480877557071
SVK,Slovakia,2021-01,249913,4642,0.01857446391344187777
SVK,Slovakia,2021-02,308083,7189,0.02333462086515646758
SVK,Slovakia,2021-03,361185,9719,0.02690864792280964049
SVK,Slovakia,2021-04,382211,11684,0.03056950218596534375
SVK,Slovakia,2021-05,389721,12343,0.03167137516325781777
SVK,Slovakia,2021-06,391642,12510,0.03194243722583379719
SVK,Slovakia,2021-07,392647,12540,0.03193708343626718146
SVK,Slovakia,2021-08,394923,12548,0.03177328238669310220
SVK,Slovakia,2021-09,408609,12596,0.03082653588149061817
SVN,Slovenia,2020-12,122152,2697,0.02207904905363809025
SVN,Slovenia,2021-01,166473,3503,0.02104245132844365152
SVN,Slovenia,2021-02,190081,3836,0.02018087026057312409
SVN,Slovenia,2021-03,215602,4047,0.01877069785994564058
SVN,Slovenia,2021-04,240292,4250,0.01768681437584272468
SVN,Slovenia,2021-05,253722,4375,0.01724328201732604977
SVN,Slovenia,2021-06,257335,4419,0.01717216857403773292
SVN,Slovenia,2021-07,259215,4429,0.01708620257315355979
SVN,Slovenia,2021-08,267198,4450,0.01665431627482241634
SVN,Slovenia,2021-09,289955,4544,0.01567139728578572537
SWE,Sweden,2021-01,566957,11591,0.02044423122035709939
SWE,Sweden,2021-02,657309,12826,0.01951289271864526425
SWE,Sweden,2021-03,804886,13465,0.01672907716123774050
SWE,Sweden,2021-04,973604,14048,0.01442886430211872589
SWE,Sweden,2021-05,1068473,14451,0.01352490891206422624
SWE,Sweden,2021-06,1089990,14629,0.01342122404792704520
SWE,Sweden,2021-07,1100040,14656,0.01332315188538598596
SWE,Sweden,2021-08,1126813,14692,0.01303854321879495533
SWE,Sweden,2021-09,1149407,14821,0.01289447515109965400
SWZ,Eswatini,2021-06,19084,678,0.03552714315657094949
SWZ,Eswatini,2021-07,25979,787,0.03029369875668809423
SWZ,Eswatini,2021-08,43371,1101,0.02538562634018122709
SWZ,Eswatini,2021-09,45812,1213,0.02647777874792630752
SYC,Seychelles,2021-02,2592,11,0.00424382716049382716
SYC,Seychelles,2021-03,4114,20,0.00486144871171609140
SYC,Seychelles,2021-04,5838,27,0.00462487153134635149
SYC,Seychelles,2021-05,11468,40,0.00348796651552145099
SYC,Seychelles,2021-06,15671,56,0.00357347967583434369
SYC,Seychelles,2021-07,18328,79,0.00431034482758620690
SYC,Seychelles,2021-08,20038,102,0.00509032837608543767
SYC,Seychelles,2021-09,21374,110,0.00514643959951342753
TCD,Chad,2021-07,4973,174,0.03498894027749849186
TCD,Chad,2021-08,4992,174,0.03485576923076923077
TCD,Chad,2021-09,5034,174,0.03456495828367103695
TGO,Togo,2021-05,13466,125,0.00928263775434427447
TGO,Togo,2021-06,13917,129,0.00926923906014227204
TGO,Togo,2021-07,15798,152,0.00962147107228763135
TGO,Togo,2021-08,21261,185,0.00870137811015474343
TGO,Togo,2021-09,25252,227,0.00898938697924916838
THA,Thailand,2021-03,28863,94,0.00325676471607248034
THA,Thailand,2021-04,65153,203,0.00311574294353291483
THA,Thailand,2021-05,159792,1031,0.00645213777911284670
THA,Thailand,2021-06,259301,2023,0.00780174391922900413
THA,Thailand,2021-07,597287,4857,0.00813176914950434213
THA,Thailand,2021-08,1204729,11589,0.00961959079593833966
THA,Thailand,2021-09,1571926,16369,0.01041334006817114801
TJK,Tajikistan,2021-05,13714,91,0.00663555490739390404
TJK,Tajikistan,2021-06,13905,91,0.00654440848615605897
TJK,Tajikistan,2021-07,15482,122,0.00788011884769409637
TJK,Tajikistan,2021-08,17252,125,0.00724553674936239277
TJK,Tajikistan,2021-09,17484,125,0.00714939373141157630
TLS,Timor,2021-05,6994,16,0.00228767515012868173
TLS,Timor,2021-06,9222,23,0.00249403600086749078
TLS,Timor,2021-07,10898,26,0.00238575885483574968
TLS,Timor,2021-08,16682,67,0.00401630499940055149
TLS,Timor,2021-09,19398,113,0.00582534281884730385
TTO,Trinidad and Tobago,2021-05,23909,495,0.02070350077376720064
TTO,Trinidad and Tobago,2021-06,32793,847,0.02582868295062970756
TTO,Trinidad and Tobago,2021-07,38811,1070,0.02756950349127824586
TTO,Trinidad and Tobago,2021-08,44847,1291,0.02878676388610163445
TTO,Trinidad and Tobago,2021-09,50055,1464,0.02924782738987114174
TUN,Tunisia,2021-04,309119,10722,0.03468567121399849249
TUN,Tunisia,2021-05,345474,12654,0.03662793726879591518
TUN,Tunisia,2021-06,420103,14959,0.03560793424469713380
TUN,Tunisia,2021-07,589565,19686,0.03339072027681426136
TUN,Tunisia,2021-08,664034,23451,0.03531596273684781201
TUN,Tunisia,2021-09,705474,24794,0.03514516481117659900
TUR,Turkey,2021-02,2701588,28569,0.01057489150825366414
TUR,Turkey,2021-03,3317182,31537,0.00950716602224418196
TUR,Turkey,2021-04,4820591,40131,0.00832491285819518810
TUR,Turkey,2021-05,5249404,47527,0.00905378972546216675
TUR,Turkey,2021-06,5425652,49732,0.00916608732001241510
TUR,Turkey,2021-07,5727045,51332,0.00896308654812385794
TUR,Turkey,2021-08,6388301,56710,0.00887716467962295452
TUR,Turkey,2021-09,7066658,63372,0.00896774684723669944
TZA,Tanzania,2021-08,1367,50,0.03657644476956839795
TZA,Tanzania,2021-09,1367,50,0.03657644476956839795
UGA,Uganda,2021-05,47147,362,0.00767811313551233376
UGA,Uganda,2021-06,79977,1023,0.01279117746352076222
UGA,Uganda,2021-07,93927,2690,0.02863926240591097342
UGA,Uganda,2021-08,119915,3012,0.02511779176916982863
UGA,Uganda,2021-09,123245,3146,0.02552639052294210718
UKR,Ukraine,2021-03,1725029,34456,0.01997415695620189574
UKR,Ukraine,2021-04,2124070,45923,0.02162028558380844322
UKR,Ukraine,2021-05,2260899,52573,0.02325313956970214061
UKR,Ukraine,2021-06,2300101,54581,0.02372982751626993771
UKR,Ukraine,2021-07,2333409,55556,0.02380894219573165270
UKR,Ukraine,2021-08,2384564,57004,0.02390541834901474651
UKR,Ukraine,2021-09,2503710,59384,0.02371840189159287617
URY,Uruguay,2021-03,105549,974,0.00922794152478943429
URY,Uruguay,2021-04,198428,2616,0.01318362327897272562
URY,Uruguay,2021-05,294503,4276,0.01451937671263111072
URY,Uruguay,2021-06,369350,5593,0.01514281846487071883
URY,Uruguay,2021-07,381517,5964,0.01563233093151812370
URY,Uruguay,2021-08,384934,6032,0.01567021879075373960
URY,Uruguay,2021-09,388572,6053,0.01557755062124908640
USA,United States,2021-01,26301008,449195,0.01707900320778580045
USA,United States,2021-02,28701663,514818,0.01793687006916637548
USA,United States,2021-03,30514649,552322,0.01810022458393671839
USA,United States,2021-04,32403063,576112,0.01777955374157066571
USA,United States,2021-05,33321372,594286,0.01783497990418881912
USA,United States,2021-06,33720750,604613,0.01792999859137178147
USA,United States,2021-07,35037820,613352,0.01750542699288939780
USA,United States,2021-08,39322091,641180,0.01630584701103509475
USA,United States,2021-09,43116442,690426,0.01601305599381321863
UZB,Uzbekistan,2021-05,100335,690,0.00687696217670802811
UZB,Uzbekistan,2021-06,110677,736,0.00664998147763311257
UZB,Uzbekistan,2021-07,129327,874,0.00675806289483247891
UZB,Uzbekistan,2021-08,156394,1082,0.00691842398045960842
UZB,Uzbekistan,2021-09,172493,1225,0.00710173746181004447
VCT,Saint Vincent and the Grenadines,2021-07,2291,12,0.00523788738542121344
VCT,Saint Vincent and the Grenadines,2021-08,2336,12,0.00513698630136986301
VCT,Saint Vincent and the Grenadines,2021-09,3359,18,0.00535873771955939268
VEN,Venezuela,2021-06,272712,3119,0.01143697380386634985
VEN,Venezuela,2021-07,305766,3591,0.01174427503384941426
VEN,Venezuela,2021-08,334343,4010,0.01199367117002599127
VEN,Venezuela,2021-09,363300,4412,0.01214423341590971649
VNM,Vietnam,2021-04,2928,35,0.01195355191256830601
VNM,Vietnam,2021-05,7432,47,0.00632400430570505920
VNM,Vietnam,2021-06,17052,81,0.00475017593244194229
VNM,Vietnam,2021-07,150060,1306,0.00870318539250966280
VNM,Vietnam,2021-08,462096,11064,0.02394307676326996988
VNM,Vietnam,2021-09,766051,18758,0.02448662034250983290
VUT,Vanuatu,2021-07,4,1,0.25000000000000000000
VUT,Vanuatu,2021-08,4,1,0.25000000000000000000
VUT,Vanuatu,2021-09,4,1,0.25000000000000000000
WSM,Samoa,2021-06,3,,
WSM,Samoa,2021-07,3,,
WSM,Samoa,2021-08,3,,
WSM,Samoa,2021-09,3,,
YEM,Yemen,2021-07,7061,1375,0.19473162441580512675
YEM,Yemen,2021-08,7869,1472,0.18706315923243105858
YEM,Yemen,2021-09,8988,1703,0.18947485536270583000
ZAF,South Africa,2021-02,1513393,49993,0.03303371959563708832
ZAF,South Africa,2021-03,1548157,52846,0.03413478090400392208
ZAF,South Africa,2021-04,1581210,54350,0.03437241100170122881
ZAF,South Africa,2021-05,1665617,56506,0.03392496594355124858
ZAF,South Africa,2021-06,1973972,60647,0.03072333346167017567
ZAF,South Africa,2021-07,2447454,72013,0.02942363778849367547
ZAF,South Africa,2021-08,2777659,82261,0.02961522634707860108
ZAF,South Africa,2021-09,2897521,87216,0.03010021325125857587
ZMB,Zambia,2021-05,95263,1281,0.01344698361378499522
ZMB,Zambia,2021-06,154948,2199,0.01419185791362263469
ZMB,Zambia,2021-07,195816,3389,0.01730706377415532949
ZMB,Zambia,2021-08,206327,3602,0.01745772487362293835
ZMB,Zambia,2021-09,208867,3647,0.01746087222969640968
ZWE,Zimbabwe,2021-03,36882,1523,0.04129385608155739927
ZWE,Zimbabwe,2021-04,38257,1567,0.04095982434587134381
ZWE,Zimbabwe,2021-05,38961,1594,0.04091270757937424604
ZWE,Zimbabwe,2021-06,49864,1789,0.03587758703673993262
ZWE,Zimbabwe,2021-07,108860,3532,0.03244534264192540878
ZWE,Zimbabwe,2021-08,124773,4419,0.03541631602991031714
ZWE,Zimbabwe,2021-09,129919,4607,0.03546055619270468523
