iso_code,continent,location,d,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2021-04-25,1187484.0,6803.0,8211.143,23966.0,38.0,48.857,31193.83,178.707,215.697,629.559,0.998,1.283,1.0,1405.0,36.908,4200.0,110.329,,,,,135441.0,30840738.0,810.15,3.558,127228.0,3.342,0.065,15.5,tests performed,12045041.0,11026753.0,1018288.0,,231840.0,294916.0,31.64,28.97,2.67,,7747.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,0.32,
CAN,North America,Canada,2021-04-26,1196400.0,8916.0,8011.143,24025.0,59.0,51.0,31428.043,234.213,210.443,631.109,1.55,1.34,0.99,1434.0,37.67,4384.0,115.163,,,,,119641.0,30960379.0,813.293,3.143,126703.0,3.328,0.063,15.8,tests performed,12307785.0,11280635.0,1027150.0,,262744.0,294910.0,32.33,29.63,2.7,,7747.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-04-27,1203429.0,7029.0,7970.429,24066.0,41.0,50.286,31612.687,184.644,209.374,632.186,1.077,1.321,0.99,1436.0,37.722,4491.0,117.973,,,,,104008.0,31064387.0,816.025,2.732,126965.0,3.335,0.063,15.9,tests performed,12564325.0,11518249.0,1046076.0,,256540.0,297558.0,33.01,30.26,2.75,,7817.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-04-28,1211651.0,8222.0,7970.857,24118.0,52.0,50.571,31828.669,215.982,209.385,633.552,1.366,1.328,0.98,1431.0,37.591,4416.0,116.003,,,,,108834.0,31173221.0,818.884,2.859,127398.0,3.347,0.063,16.0,tests performed,12826266.0,11764830.0,1061436.0,,261941.0,289731.0,33.69,30.9,2.79,,7611.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-04-29,1220914.0,9263.0,8022.571,24170.0,52.0,49.571,32071.997,243.328,210.744,634.918,1.366,1.302,0.98,1463.0,38.431,4354.0,114.375,,,,,151954.0,31325175.0,822.876,3.992,129531.0,3.403,0.062,16.1,tests performed,13131871.0,12049818.0,1082053.0,,305605.0,281891.0,34.5,31.65,2.84,,7405.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-04-30,1229305.0,8391.0,8012.143,24220.0,50.0,48.0,32292.419,220.422,210.47,636.231,1.313,1.261,0.97,1456.0,38.247,4303.0,113.035,,,,,154117.0,31479292.0,826.925,4.048,131427.0,3.452,0.061,16.4,tests performed,13420198.0,12330084.0,1090114.0,,288327.0,270466.0,35.25,32.39,2.86,,7105.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-01,1235669.0,6364.0,7855.429,24262.0,42.0,47.714,32459.594,167.175,206.353,637.335,1.103,1.253,0.97,1469.0,38.589,4236.0,111.275,,,,,150510.0,31629802.0,830.878,3.954,132072.0,3.469,0.059,16.8,tests performed,13652375.0,12534545.0,1117830.0,,232177.0,262739.0,35.86,32.93,2.94,,6902.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-02,1241406.0,5737.0,7703.143,24301.0,39.0,47.857,32610.298,150.704,202.353,638.359,1.024,1.257,0.96,1468.0,38.563,4068.0,106.862,,,,,126896.0,31756698.0,834.212,3.333,130851.0,3.437,0.059,17.0,tests performed,13825476.0,12696698.0,1128778.0,,173101.0,254348.0,36.32,33.35,2.97,,6681.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,4.43,
CAN,North America,Canada,2021-05-03,1252391.0,10985.0,7998.714,24343.0,42.0,45.429,32898.862,288.563,210.117,639.462,1.103,1.193,0.96,1462.0,38.405,4045.0,106.257,,,,,141190.0,31897888.0,837.921,3.709,133930.0,3.518,0.06,16.7,tests performed,14051490.0,12914613.0,1136877.0,,226014.0,249101.0,36.91,33.93,2.99,,6544.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-04,1259137.0,6746.0,7958.286,24400.0,57.0,47.714,33076.071,177.21,209.055,640.96,1.497,1.253,0.95,1462.0,38.405,4311.0,113.245,,,,,111601.0,32009489.0,840.852,2.932,135015.0,3.547,0.059,17.0,tests performed,14284234.0,13128106.0,1156128.0,,232744.0,245701.0,37.52,34.49,3.04,,6454.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-05,1266916.0,7779.0,7895.0,24451.0,51.0,47.571,33280.417,204.345,207.393,642.299,1.34,1.25,0.93,1438.0,37.775,4213.0,110.671,,,,,118179.0,32127668.0,843.957,3.104,136350.0,3.582,0.058,17.3,tests performed,14568067.0,13394105.0,1173962.0,,283833.0,248829.0,38.27,35.18,3.08,,6536.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-06,1275006.0,8090.0,7727.429,24490.0,39.0,45.714,33492.931,212.515,202.991,643.324,1.024,1.201,0.92,1425.0,37.433,4066.0,106.809,,,,,138592.0,32266260.0,847.597,3.641,134441.0,3.532,0.057,17.4,tests performed,14924694.0,13728528.0,1196166.0,,356627.0,256118.0,39.21,36.06,3.14,,6728.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-07,1282734.0,7728.0,7632.714,24530.0,40.0,44.286,33695.937,203.006,200.503,644.375,1.051,1.163,0.91,1409.0,37.013,4035.0,105.995,,,,,142659.0,32408919.0,851.345,3.747,132804.0,3.489,0.057,17.4,tests performed,15325183.0,14104164.0,1221019.0,,400489.0,272141.0,40.26,37.05,3.21,,7149.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-08,1288676.0,5942.0,7572.429,24569.0,39.0,43.857,33852.027,156.089,198.919,645.399,1.024,1.152,0.9,1391.0,36.54,3913.0,102.79,,,,,140834.0,32549753.0,855.044,3.7,131422.0,3.452,0.058,17.4,tests performed,15652046.0,14411049.0,1240997.0,,326863.0,285667.0,41.12,37.86,3.26,,7504.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-09,1294120.0,5444.0,7530.571,24627.0,58.0,46.571,33995.034,143.008,197.819,646.923,1.524,1.223,0.89,1386.0,36.409,3720.0,97.72,,,,,107001.0,32656754.0,857.855,2.811,128579.0,3.378,0.059,17.1,tests performed,15923508.0,14674577.0,1248931.0,,271462.0,299719.0,41.83,38.55,3.28,,7873.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,2.46,
CAN,North America,Canada,2021-05-10,1302993.0,8873.0,7228.857,24683.0,56.0,48.571,34228.118,233.083,189.894,648.394,1.471,1.276,0.88,1368.0,35.936,3721.0,97.746,,,,,90029.0,32746783.0,860.22,2.365,121271.0,3.186,0.06,16.8,tests performed,16258155.0,14991030.0,1267125.0,,334647.0,315238.0,42.71,39.38,3.33,,8281.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-11,1308541.0,5548.0,7057.714,24715.0,32.0,45.0,34373.857,145.74,185.398,649.234,0.841,1.182,0.86,1345.0,35.332,3905.0,102.58,,,,,120569.0,32867352.0,863.387,3.167,122552.0,3.219,0.058,17.4,tests performed,16557932.0,15272541.0,1285391.0,,299777.0,324814.0,43.5,40.12,3.38,,8532.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-12,1315211.0,6670.0,6899.286,24769.0,54.0,45.429,34549.07,175.213,181.236,650.653,1.419,1.193,0.85,1329.0,34.911,3832.0,100.662,,,,,133776.0,33001128.0,866.901,3.514,124780.0,3.278,0.055,18.1,tests performed,16904709.0,15596419.0,1308290.0,,346777.0,333806.0,44.41,40.97,3.44,,8769.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-13,1321104.0,5893.0,6585.429,24826.0,57.0,48.0,34703.873,154.802,172.992,652.15,1.497,1.261,0.84,1330.0,34.938,3783.0,99.375,,,,,129090.0,33130218.0,870.292,3.391,123423.0,3.242,0.053,18.7,tests performed,17297879.0,15961692.0,1336187.0,,393170.0,339026.0,45.44,41.93,3.51,,8906.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-14,1327839.0,6735.0,6443.571,24870.0,44.0,48.571,34880.793,176.921,169.265,653.306,1.156,1.276,0.83,1343.0,35.279,3700.0,97.195,,,,,130406.0,33260624.0,873.718,3.426,121672.0,3.196,0.053,18.9,tests performed,17734322.0,16363943.0,1370379.0,,436443.0,344163.0,46.59,42.99,3.6,,9041.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-15,1332229.0,4390.0,6221.857,24909.0,39.0,48.571,34996.113,115.32,163.441,654.331,1.024,1.276,0.81,1346.0,35.358,3621.0,95.119,,,,,123074.0,33383698.0,876.951,3.233,119135.0,3.13,0.052,19.1,tests performed,18098814.0,16703298.0,1395516.0,,364492.0,349538.0,47.54,43.88,3.67,,9182.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-16,1336374.0,4145.0,6036.286,24949.0,40.0,46.0,35104.998,108.884,158.566,655.381,1.051,1.208,0.8,1350.0,35.463,3333.0,87.554,,,,,98467.0,33482165.0,879.538,2.587,117916.0,3.098,0.051,19.5,tests performed,18415880.0,17004917.0,1410963.0,,317066.0,356053.0,48.38,44.67,3.71,,9353.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,3.49,
CAN,North America,Canada,2021-05-17,1342824.0,6450.0,5690.143,24983.0,34.0,42.857,35274.432,169.434,149.473,656.274,0.893,1.126,0.79,1332.0,34.99,3362.0,88.316,,,,,110108.0,33592273.0,882.43,2.892,120784.0,3.173,0.047,21.2,tests performed,18805903.0,17381262.0,1424641.0,,390023.0,363964.0,49.4,45.66,3.74,,9561.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-18,1346736.0,3912.0,5456.429,25019.0,36.0,43.429,35377.195,102.764,143.334,657.22,0.946,1.141,0.77,1321.0,34.701,3552.0,93.307,,,,,76001.0,33668274.0,884.427,1.996,114417.0,3.006,0.048,21.0,tests performed,19088798.0,17638053.0,1450745.0,,282895.0,361552.0,50.14,46.33,3.81,,9498.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-19,1351766.0,5030.0,5222.143,25067.0,48.0,42.571,35509.328,132.132,137.18,658.481,1.261,1.118,0.76,1283.0,33.703,3432.0,90.155,,,,,85837.0,33754111.0,886.681,2.255,107569.0,2.826,0.049,20.6,tests performed,19444593.0,17958575.0,1486018.0,,355795.0,362841.0,51.08,47.18,3.9,,9531.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-20,1356616.0,4850.0,5073.143,25112.0,45.0,40.857,35636.732,127.404,133.266,659.663,1.182,1.073,0.75,1243.0,32.652,3301.0,86.713,,,,,109518.0,33863629.0,889.558,2.877,104773.0,2.752,0.048,20.7,tests performed,19841562.0,18312021.0,1529541.0,,396969.0,363383.0,52.12,48.1,4.02,,9546.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-21,1360950.0,4334.0,4730.143,25163.0,51.0,41.857,35750.581,113.849,124.255,661.003,1.34,1.1,0.74,1233.0,32.389,3182.0,83.587,,,,,115414.0,33979043.0,892.59,3.032,102631.0,2.696,0.046,21.7,tests performed,20329783.0,18748185.0,1581598.0,,488221.0,370780.0,53.4,49.25,4.15,,9740.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-22,1364195.0,3245.0,4566.571,25204.0,41.0,42.143,35835.823,85.242,119.959,662.08,1.077,1.107,0.73,1204.0,31.628,3070.0,80.645,,,,,104070.0,34083113.0,895.324,2.734,99916.0,2.625,0.046,21.9,tests performed,20718109.0,19088516.0,1629593.0,,388326.0,374185.0,54.42,50.14,4.28,,9829.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-23,1367023.0,2828.0,4378.429,25232.0,28.0,40.429,35910.111,74.288,115.016,662.815,0.736,1.062,0.71,1190.0,31.26,2888.0,75.864,,,,,73772.0,34156885.0,897.262,1.938,96389.0,2.532,0.045,22.0,tests performed,21026606.0,19372979.0,1653627.0,,308497.0,372961.0,55.23,50.89,4.34,,9797.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,5.32,
CAN,North America,Canada,2021-05-24,1368739.0,1716.0,3702.143,25262.0,30.0,39.857,35955.189,45.077,97.251,663.603,0.788,1.047,0.7,1171.0,30.761,2802.0,73.605,,,,,61928.0,34218813.0,898.889,1.627,89506.0,2.351,0.041,24.2,tests performed,21381544.0,19709001.0,1672543.0,,354938.0,367949.0,56.17,51.77,4.39,,9666.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-25,1372492.0,3753.0,3679.429,25325.0,63.0,43.714,36053.776,98.587,96.654,665.258,1.655,1.148,0.71,1174.0,30.84,2837.0,74.525,,,,,96538.0,34315351.0,901.425,2.536,92440.0,2.428,0.04,25.1,tests performed,21637723.0,19942129.0,1695594.0,,256179.0,364132.0,56.84,52.39,4.45,,9565.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-26,1374976.0,2484.0,3315.714,25362.0,37.0,42.143,36119.028,65.252,87.1,666.23,0.972,1.107,0.71,1149.0,30.183,2851.0,74.892,,,,,56992.0,34372343.0,902.922,1.497,88319.0,2.32,0.038,26.6,tests performed,21939046.0,20195328.0,1743718.0,,301323.0,356350.0,57.63,53.05,4.58,,9361.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-27,1379674.0,4698.0,3294.0,25412.0,50.0,42.857,36242.439,123.411,86.53,667.544,1.313,1.126,0.71,1108.0,29.106,2796.0,73.448,,,,,77218.0,34449561.0,904.95,2.028,83705.0,2.199,0.039,25.4,tests performed,22347313.0,20539206.0,1808107.0,,408267.0,357964.0,58.7,53.95,4.75,,9403.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-28,1382769.0,3095.0,3117.0,25441.0,29.0,39.714,36323.741,81.302,81.88,668.306,0.762,1.043,0.7,1078.0,28.318,2707.0,71.11,,,,,100596.0,34550157.0,907.593,2.643,81588.0,2.143,0.038,26.2,tests performed,22810709.0,20932071.0,1878638.0,,463396.0,354418.0,59.92,54.99,4.93,,9310.0,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-29,1384928.0,2159.0,2961.857,25479.0,38.0,39.286,36380.455,56.714,77.805,669.304,0.998,1.032,0.69,1050.0,27.582,2556.0,67.143,,,,,100197.0,34650354.0,910.225,2.632,81034.0,2.129,0.037,27.4,tests performed,23157029.0,21207890.0,1949139.0,,346320.0,348417.0,60.83,55.71,5.12,,9153.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-05-30,1386871.0,1943.0,2835.429,25513.0,34.0,40.143,36431.495,51.04,74.483,670.197,0.893,1.055,0.68,1040.0,27.32,2320.0,60.944,,,,,66999.0,34717353.0,911.985,1.76,80067.0,2.103,0.035,28.2,tests performed,23472216.0,21458697.0,2013519.0,,315187.0,349373.0,61.66,56.37,5.29,,9178.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,-2.14,
CAN,North America,Canada,2021-05-31,1389814.0,2943.0,3010.714,25548.0,35.0,40.857,36508.805,77.309,79.088,671.116,0.919,1.073,0.68,1032.0,27.109,2246.0,59.0,,,,,72716.0,34790069.0,913.895,1.91,81608.0,2.144,0.037,27.1,tests performed,23862397.0,21783824.0,2078573.0,,390181.0,354408.0,62.68,57.22,5.46,,9310.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-01,1391540.0,1726.0,2721.143,25567.0,19.0,34.571,36554.145,45.34,71.481,671.615,0.499,0.908,0.67,988.0,25.954,2308.0,60.628,,,,,72790.0,34862859.0,915.807,1.912,78215.0,2.055,0.035,28.7,tests performed,24169346.0,22007819.0,2161527.0,,306949.0,361660.0,63.49,57.81,5.68,,9500.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-02,1393732.0,2192.0,2679.429,25613.0,46.0,35.857,36611.726,57.581,70.385,672.824,1.208,0.942,0.66,953.0,25.034,2172.0,57.056,,,,,65068.0,34927927.0,917.516,1.709,79369.0,2.085,0.034,29.6,tests performed,24522064.0,22258278.0,2263786.0,,352718.0,369003.0,64.42,58.47,5.95,,9693.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-03,1395909.0,2177.0,2319.286,25645.0,32.0,33.286,36668.913,57.187,60.925,673.664,0.841,0.874,0.66,898.0,23.589,2107.0,55.348,,,,,89777.0,35017704.0,919.875,2.358,81163.0,2.132,0.029,35.0,tests performed,24933524.0,22530589.0,2402935.0,,411460.0,369459.0,65.5,59.19,6.31,,9705.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-04,1397898.0,1989.0,2161.286,25680.0,35.0,34.143,36721.162,52.249,56.774,674.584,0.919,0.897,0.66,852.0,22.381,2010.0,52.8,,,,,86977.0,35104681.0,922.159,2.285,79218.0,2.081,0.027,36.7,tests performed,25397448.0,22825634.0,2571814.0,,463924.0,369534.0,66.72,59.96,6.76,,9707.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-05,1399231.0,1333.0,2043.286,25713.0,33.0,33.429,36756.178,35.016,53.675,675.451,0.867,0.878,0.65,834.0,21.908,1924.0,50.541,,,,,58250.0,35162931.0,923.689,1.53,73225.0,1.924,0.028,35.8,tests performed,25772487.0,23057551.0,2714936.0,,375039.0,373637.0,67.7,60.57,7.13,,9815.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-06,1400580.0,1349.0,1958.429,25725.0,12.0,30.286,36791.615,35.437,51.446,675.766,0.315,0.796,0.65,815.0,21.409,1840.0,48.335,,,,,8248.0,35171179.0,923.906,0.217,64832.0,1.703,0.03,33.1,tests performed,26095464.0,23253261.0,2842203.0,,322977.0,374750.0,68.55,61.08,7.47,,9844.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-07,1402369.0,1789.0,1793.571,25762.0,37.0,30.571,36838.61,46.995,47.115,676.738,0.972,0.803,0.65,806.0,21.173,1800.0,47.284,,,,,146126.0,35317305.0,927.745,3.839,75319.0,1.979,0.024,42.0,tests performed,26503428.0,23507511.0,2995917.0,,407964.0,377290.0,69.62,61.75,7.87,,9911.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-08,1403490.0,1121.0,1707.143,25792.0,30.0,32.143,36868.057,29.447,44.845,677.526,0.788,0.844,0.65,778.0,20.437,1849.0,48.571,,,,,47048.0,35364353.0,928.981,1.236,71642.0,1.882,0.024,42.0,tests performed,26855647.0,23670710.0,3184937.0,,352219.0,383757.0,70.55,62.18,8.37,,10081.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-09,1404927.0,1437.0,1599.286,25844.0,52.0,33.0,36905.806,37.748,42.011,678.892,1.366,0.867,0.65,752.0,19.754,1774.0,46.601,,,,,58620.0,35422973.0,930.52,1.54,70721.0,1.858,0.023,44.2,tests performed,27257774.0,23835779.0,3421995.0,,402127.0,390816.0,71.6,62.61,8.99,,10266.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-10,1406417.0,1490.0,1501.143,25874.0,30.0,32.714,36944.946,39.141,39.433,679.68,0.788,0.859,0.65,733.0,19.255,1648.0,43.291,,,,,81056.0,35504029.0,932.65,2.129,69475.0,1.825,0.022,46.3,tests performed,27729564.0,24010935.0,3718629.0,,471790.0,399434.0,72.84,63.07,9.77,,10493.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-11,1407798.0,1381.0,1414.286,25887.0,13.0,29.571,36981.224,36.277,37.152,680.022,0.341,0.777,0.66,711.0,18.677,1585.0,41.636,,,,,77887.0,35581916.0,934.696,2.046,68176.0,1.791,0.021,48.2,tests performed,28240474.0,24195150.0,4045324.0,,510910.0,406147.0,74.18,63.56,10.63,,10669.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-12,1408935.0,1137.0,1386.286,25915.0,28.0,28.857,37011.091,29.868,36.416,680.757,0.736,0.758,0.66,681.0,17.889,1521.0,39.955,,,,,57349.0,35639265.0,936.202,1.506,68048.0,1.788,0.02,49.1,tests performed,28644442.0,24311588.0,4332854.0,,403968.0,410279.0,75.25,63.86,11.38,,10778.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-13,1409909.0,974.0,1332.714,25932.0,17.0,29.571,37036.677,25.586,35.009,681.204,0.447,0.777,0.66,690.0,18.126,1402.0,36.829,,,,,8252.0,35647517.0,936.419,0.217,68048.0,1.788,0.02,51.1,tests performed,29023531.0,24429078.0,4594453.0,,379089.0,418295.0,76.24,64.17,12.07,,10988.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-14,1411228.0,1319.0,1265.571,25946.0,14.0,26.286,37071.326,34.649,33.245,681.571,0.368,0.69,0.66,664.0,17.443,1383.0,36.33,,,,,137945.0,35785462.0,940.043,3.624,66880.0,1.757,0.019,52.8,tests performed,29470746.0,24559731.0,4911015.0,,447215.0,423903.0,77.42,64.52,12.9,,11135.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-15,1412121.0,893.0,1233.0,25973.0,27.0,25.857,37094.784,23.458,32.389,682.281,0.709,0.679,0.66,624.0,16.392,1429.0,37.538,,,,,45284.0,35830746.0,941.232,1.19,66628.0,1.75,0.019,54.0,tests performed,29917852.0,24677550.0,5240302.0,,447106.0,437458.0,78.59,64.83,13.77,,11492.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
