iso_code,continent,location,d,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2021-06-16,1413203.0,1082.0,1182.286,26002.0,29.0,22.571,37123.207,28.423,31.057,683.042,0.762,0.593,0.66,609.0,15.998,1373.0,36.067,,,,,59171.0,35889917.0,942.787,1.554,66706.0,1.752,0.018,56.4,tests performed,30379626.0,24775947.0,5603679.0,,461774.0,445979.0,79.8,65.08,14.72,,11715.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-17,1414304.0,1101.0,1126.714,26013.0,11.0,19.857,37152.129,28.922,29.597,683.331,0.289,0.522,0.66,579.0,15.21,1295.0,34.018,,,,,84632.0,35974549.0,945.01,2.223,67217.0,1.766,0.017,59.7,tests performed,30885092.0,24880007.0,6005085.0,,505466.0,450790.0,81.13,65.36,15.77,,11842.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-18,1415272.0,968.0,1067.714,26024.0,11.0,19.571,37177.557,25.428,28.048,683.62,0.289,0.514,0.66,572.0,15.026,1251.0,32.862,,,,,78156.0,36052705.0,947.063,2.053,67256.0,1.767,0.016,63.0,tests performed,31417347.0,24976923.0,6440424.0,,532255.0,453839.0,82.53,65.61,16.92,,11922.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-19,1416009.0,737.0,1010.571,26055.0,31.0,20.0,37196.917,19.36,26.547,684.435,0.814,0.525,0.67,545.0,14.317,1185.0,31.129,,,,,52142.0,36104847.0,948.433,1.37,66512.0,1.747,0.015,65.8,tests performed,31836378.0,25043879.0,6792499.0,,419031.0,455991.0,83.63,65.79,17.84,,11978.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-20,1416589.0,580.0,954.286,26077.0,22.0,20.714,37212.153,15.236,25.068,685.013,0.578,0.544,0.67,547.0,14.369,1104.0,29.001,,,,,6451.0,36111298.0,948.602,0.169,66254.0,1.74,0.014,69.4,tests performed,32189274.0,25105109.0,7084165.0,,352896.0,452249.0,84.56,65.95,18.61,,11880.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-21,1417625.0,1036.0,913.857,26103.0,26.0,22.429,37239.367,27.215,24.006,685.696,0.683,0.589,0.67,538.0,14.133,1068.0,28.055,,,,,132344.0,36243642.0,952.079,3.477,65454.0,1.719,0.014,71.6,tests performed,32598064.0,25186098.0,7411966.0,,408790.0,446760.0,85.63,66.16,19.47,,11736.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-22,1418135.0,510.0,859.143,26156.0,53.0,26.143,37252.765,13.397,22.569,687.088,1.392,0.687,0.67,520.0,13.66,1102.0,28.948,,,,,43848.0,36287490.0,953.23,1.152,65249.0,1.714,0.013,75.9,tests performed,33070640.0,25251515.0,7819125.0,,472576.0,450398.0,86.87,66.33,20.54,,11831.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-23,1418853.0,718.0,807.143,26176.0,20.0,24.857,37271.626,18.861,21.203,687.613,0.525,0.653,0.67,514.0,13.502,1056.0,27.74,,,,,57255.0,36344745.0,954.734,1.504,64975.0,1.707,0.012,80.5,tests performed,33585366.0,25311357.0,8274009.0,,514726.0,457963.0,88.22,66.49,21.73,,12030.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-24,1419569.0,716.0,752.143,26193.0,17.0,25.714,37290.434,18.808,19.758,688.06,0.447,0.675,0.68,491.0,12.898,1016.0,26.689,,,,,70980.0,36415725.0,956.599,1.865,63025.0,1.656,0.012,83.8,tests performed,34174571.0,25380107.0,8794464.0,,589205.0,469926.0,89.77,66.67,23.1,,12344.0,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-25,1420191.0,622.0,702.714,26198.0,5.0,24.857,37306.773,16.339,18.459,688.191,0.131,0.653,0.69,478.0,12.557,978.0,25.691,,,,,68938.0,36484663.0,958.41,1.811,61708.0,1.621,0.011,87.8,tests performed,34694975.0,25440005.0,9254970.0,,520404.0,468233.0,91.14,66.83,24.31,,12300.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-26,1420724.0,533.0,673.571,26215.0,17.0,22.857,37320.775,14.001,17.694,688.638,0.447,0.6,0.7,477.0,12.53,967.0,25.402,,,,,42381.0,36527044.0,959.523,1.113,60314.0,1.584,0.011,89.5,tests performed,35135821.0,25483314.0,9652507.0,,440846.0,471349.0,92.3,66.94,25.36,,12382.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-27,1421122.0,398.0,647.571,26228.0,13.0,21.571,37331.23,10.455,17.011,688.979,0.341,0.567,0.71,479.0,12.583,901.0,23.668,,,,,6086.0,36533130.0,959.683,0.16,60262.0,1.583,0.011,93.1,tests performed,35495821.0,25525737.0,9970084.0,,360000.0,472364.0,93.24,67.05,26.19,,12408.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-28,1422053.0,931.0,632.571,26239.0,11.0,19.429,37355.686,24.456,16.617,689.268,0.289,0.51,0.71,458.0,12.031,894.0,23.484,,,,,110856.0,36643986.0,962.595,2.912,57192.0,1.502,0.011,90.4,tests performed,36199547.0,25610293.0,10589254.0,,703726.0,514498.0,95.09,67.28,27.82,,13515.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-29,1422618.0,565.0,640.429,26275.0,36.0,17.0,37370.528,14.842,16.823,690.214,0.946,0.447,0.72,438.0,11.506,908.0,23.852,,,,,61585.0,36705571.0,964.213,1.618,59726.0,1.569,0.011,93.3,tests performed,36776212.0,25666429.0,11109783.0,,576665.0,529367.0,96.61,67.42,29.18,,13906.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-30,1423170.0,552.0,616.714,26296.0,21.0,17.143,37385.028,14.5,16.2,690.765,0.552,0.45,0.72,434.0,11.401,880.0,23.117,,,,,62821.0,36768392.0,965.863,1.65,60521.0,1.59,0.01,98.1,tests performed,37384820.0,25722762.0,11662058.0,,608608.0,542779.0,98.21,67.57,30.63,,14258.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-01,1423321.0,151.0,536.0,26315.0,19.0,17.429,37388.995,3.967,14.08,691.265,0.499,0.458,0.73,435.0,11.427,873.0,22.933,,,,,66167.0,36834559.0,967.601,1.738,59833.0,1.572,0.009,111.6,tests performed,37824663.0,25760431.0,12064232.0,,439843.0,521442.0,99.36,67.67,31.69,,13698.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-02,1424160.0,839.0,567.0,26339.0,24.0,20.143,37411.034,22.04,14.894,691.895,0.63,0.529,0.75,404.0,10.613,754.0,19.807,,,,,63015.0,36897574.0,969.257,1.655,58987.0,1.55,0.01,104.0,tests performed,38417799.0,25821859.0,12595940.0,,593136.0,531832.0,100.92,67.83,33.09,,13971.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-03,1424502.0,342.0,539.714,26349.0,10.0,19.143,37420.018,8.984,14.178,692.158,0.263,0.503,0.77,387.0,10.166,773.0,20.306,,,,,44743.0,36942317.0,970.432,1.175,59325.0,1.558,0.009,109.9,tests performed,38777042.0,25851422.0,12925620.0,,359243.0,520174.0,101.86,67.91,33.95,,13664.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-04,1424784.0,282.0,523.143,26361.0,12.0,19.0,37427.426,7.408,13.742,692.473,0.315,0.499,0.78,380.0,9.982,714.0,18.756,,,,,4093.0,36946410.0,970.539,0.108,59040.0,1.551,0.009,112.9,tests performed,39098901.0,25882481.0,13216420.0,,321859.0,514726.0,102.71,67.99,34.72,,13521.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-05,1425594.0,810.0,505.857,26369.0,8.0,18.571,37448.704,21.278,13.288,692.683,0.21,0.488,0.79,360.0,9.457,699.0,18.362,,,,,97375.0,37043785.0,973.097,2.558,57114.0,1.5,0.009,112.9,tests performed,39701386.0,25941026.0,13760360.0,,602485.0,500263.0,104.29,68.14,36.15,,13141.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-06,1425884.0,290.0,466.571,26382.0,13.0,15.286,37456.322,7.618,12.256,693.025,0.341,0.402,0.79,353.0,9.273,746.0,19.597,,,,,42784.0,37086569.0,974.221,1.124,54428.0,1.43,0.009,116.7,tests performed,40187887.0,25988670.0,14199217.0,,486501.0,487382.0,105.57,68.27,37.3,,12803.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-07,1426435.0,551.0,466.429,26388.0,6.0,13.143,37470.796,14.474,12.253,693.182,0.158,0.345,0.81,339.0,8.905,744.0,19.544,,,,,62189.0,37148758.0,975.855,1.634,54338.0,1.427,0.009,116.5,tests performed,40691665.0,26032537.0,14659128.0,,503778.0,472406.0,106.89,68.38,38.51,,12410.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-08,1427027.0,592.0,529.429,26406.0,18.0,13.0,37486.347,15.551,13.907,693.655,0.473,0.341,0.82,335.0,8.8,705.0,18.52,,,,,66248.0,37215006.0,977.595,1.74,54350.0,1.428,0.01,102.7,tests performed,41312866.0,26093012.0,15219854.0,,621201.0,498315.0,108.52,68.54,39.98,,13090.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-09,1427582.0,555.0,488.857,26420.0,14.0,11.571,37500.926,14.579,12.842,694.023,0.368,0.304,0.83,322.0,8.459,686.0,18.02,,,,,64407.0,37279413.0,979.287,1.692,54548.0,1.433,0.009,111.6,tests performed,41859123.0,26145631.0,15713492.0,,546257.0,491618.0,109.96,68.68,41.28,,12914.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-10,1427899.0,317.0,485.286,26429.0,9.0,11.429,37509.254,8.327,12.748,694.259,0.236,0.3,0.84,317.0,8.327,664.0,17.443,,,,,48663.0,37328076.0,980.565,1.278,55108.0,1.448,0.009,113.6,tests performed,42223929.0,26178558.0,16045371.0,,364806.0,492412.0,110.92,68.77,42.15,,12935.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-11,1428162.0,263.0,482.571,26437.0,8.0,10.857,37516.162,6.909,12.677,694.469,0.21,0.285,0.84,319.0,8.38,617.0,16.208,,,,,4739.0,37332815.0,980.69,0.124,55201.0,1.45,0.009,114.4,tests performed,42509643.0,26206748.0,16302895.0,,285714.0,487249.0,111.67,68.84,42.83,,12799.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-12,1428689.0,527.0,442.143,26440.0,3.0,10.143,37530.006,13.844,11.615,694.548,0.079,0.266,0.84,318.0,8.353,604.0,15.866,,,,,121240.0,37454055.0,983.875,3.185,58610.0,1.54,0.008,132.6,tests performed,43014172.0,26262399.0,16751773.0,,504529.0,473255.0,112.99,68.99,44.0,,12432.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-13,1429029.0,340.0,449.286,26451.0,11.0,9.857,37538.937,8.931,11.802,694.837,0.289,0.259,0.86,307.0,8.065,627.0,16.471,,,,,110421.0,37564476.0,986.775,2.901,68272.0,1.793,0.007,152.0,tests performed,43429836.0,26301108.0,17128728.0,,415664.0,463136.0,114.09,69.09,45.0,,12166.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-14,1429369.0,340.0,419.143,26459.0,8.0,10.143,37547.869,8.931,11.01,695.047,0.21,0.266,0.87,290.0,7.618,617.0,16.208,,,,,49284.0,37613760.0,988.07,1.295,66429.0,1.745,0.006,158.5,tests performed,43856641.0,26346634.0,17510007.0,,426805.0,452139.0,115.21,69.21,46.0,,11877.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-15,1429747.0,378.0,388.571,26473.0,14.0,9.571,37557.798,9.93,10.207,695.415,0.368,0.251,0.9,273.0,7.171,597.0,15.682,,,,,65627.0,37679387.0,989.794,1.724,66340.0,1.743,0.006,170.7,tests performed,44293659.0,26392399.0,17901260.0,,437018.0,425828.0,116.35,69.33,47.02,,11186.0,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-16,1430127.0,380.0,363.571,26490.0,17.0,10.0,37567.781,9.982,9.551,695.862,0.447,0.263,0.93,259.0,6.804,588.0,15.446,,,,,68160.0,37747547.0,991.584,1.79,66876.0,1.757,0.005,183.9,tests performed,44726461.0,26439790.0,18286671.0,,432802.0,409620.0,117.49,69.45,48.04,,10760.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-17,1430437.0,310.0,362.571,26494.0,4.0,9.286,37575.924,8.143,9.524,695.967,0.105,0.244,0.96,252.0,6.62,571.0,15.0,,,,,46674.0,37794221.0,992.81,1.226,66592.0,1.749,0.005,183.7,tests performed,45027522.0,26471443.0,18556079.0,,301061.0,400513.0,118.28,69.54,48.74,,10521.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-18,1430740.0,303.0,368.286,26501.0,7.0,9.143,37583.883,7.959,9.674,696.151,0.184,0.24,0.99,252.0,6.62,534.0,14.028,,,,,4023.0,37798244.0,992.916,0.106,66490.0,1.747,0.006,180.5,tests performed,45252632.0,26495816.0,18756816.0,,225110.0,391856.0,118.87,69.6,49.27,,10294.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-19,1431378.0,638.0,384.143,26505.0,4.0,9.286,37600.643,16.76,10.091,696.256,0.105,0.244,1.01,250.0,6.567,519.0,13.634,,,,,109242.0,37907486.0,995.786,2.87,64776.0,1.702,0.006,168.6,tests performed,45679090.0,26541095.0,19137995.0,,426458.0,380703.0,119.99,69.72,50.27,,10001.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-20,1431691.0,313.0,380.286,26509.0,4.0,8.286,37608.865,8.222,9.99,696.361,0.105,0.218,1.04,249.0,6.541,537.0,14.106,,,,,40215.0,37947701.0,996.842,1.056,54746.0,1.438,0.007,144.0,tests performed,46016453.0,26579062.0,19437391.0,,337363.0,369517.0,120.88,69.82,51.06,,9707.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-21,1432208.0,517.0,405.571,26513.0,4.0,7.714,37622.446,13.581,10.654,696.466,0.105,0.203,1.08,248.0,6.515,520.0,13.66,,,,,46839.0,37994540.0,998.073,1.23,54397.0,1.429,0.007,134.1,tests performed,46402153.0,26618984.0,19783169.0,,385700.0,363645.0,121.89,69.92,51.97,,9553.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-22,1432606.0,398.0,408.429,26527.0,14.0,7.714,37632.901,10.455,10.729,696.834,0.368,0.203,1.11,242.0,6.357,523.0,13.739,,,,,60025.0,38054565.0,999.649,1.577,53597.0,1.408,0.008,131.2,tests performed,46783901.0,26661660.0,20122241.0,,381748.0,355749.0,122.9,70.04,52.86,,9345.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-23,1433200.0,594.0,439.0,26540.0,13.0,7.143,37648.505,15.604,11.532,697.175,0.341,0.188,1.15,234.0,6.147,506.0,13.292,,,,,56708.0,38111273.0,1001.139,1.49,51961.0,1.365,0.008,118.4,tests performed,47140311.0,26704589.0,20435722.0,,356410.0,344836.0,123.83,70.15,53.68,,9058.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-24,1433525.0,325.0,441.143,26545.0,5.0,7.286,37657.042,8.537,11.588,697.306,0.131,0.191,1.19,231.0,6.068,491.0,12.898,,,,,36045.0,38147318.0,1002.086,0.947,50442.0,1.325,0.009,114.3,tests performed,47388172.0,26733653.0,20654519.0,,247861.0,337236.0,124.48,70.23,54.26,,8859.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-25,1433792.0,267.0,436.0,26549.0,4.0,6.857,37664.056,7.014,11.453,697.411,0.105,0.18,1.23,228.0,5.989,452.0,11.874,,,,,4094.0,38151412.0,1002.193,0.108,50453.0,1.325,0.009,115.7,tests performed,47585222.0,26757373.0,20827849.0,,197050.0,333227.0,125.0,70.29,54.71,,8753.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-26,1434866.0,1074.0,498.286,26554.0,5.0,7.0,37692.269,28.213,13.089,697.543,0.131,0.184,1.26,225.0,5.91,456.0,11.979,,,,,115934.0,38267346.0,1005.239,3.045,51409.0,1.35,0.01,103.2,tests performed,47976246.0,26801722.0,21174524.0,,391024.0,328165.0,126.03,70.41,55.62,,8621.0,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
