iso_code,d,total_vaccinations,people_vaccinated,people_fully_vaccinated
AFG,2021-05-11,504502,448878,55624
AFG,2021-05-20,547901,470341,77560
AFG,2021-05-24,573277,476367,96910
AFG,2021-05-26,590454,479372,111082
AFG,2021-05-27,593313,479574,113739
AFG,2021-05-30,600152,480226,119926
AFG,2021-06-02,626290,481690,144600
AFG,2021-06-03,630305,481800,148505
AFG,2021-06-08,641295,482952,158343
AFG,2021-06-14,662003,484737,177266
AFG,2021-06-22,765890,582128,183762
AFG,2021-06-27,835694,649434,186260
AFG,2021-06-30,886854,699200,187654
AFG,2021-07-05,915671,726349,189322
AFG,2021-07-07,934463,735213,199250
AFG,2021-07-11,962093,742934,219159
AFG,2021-08-20,1201286,770542,430744
ALB,2021-02-02,550,549,1
ALB,2021-02-09,1127,689,438
ALB,2021-02-17,1701,1090,611
ALB,2021-02-18,3049,2438,611
ALB,2021-02-22,6728,6073,655
ALB,2021-05-11,622507,440921,181586
ALB,2021-05-12,632676,444755,187921
ALB,2021-05-13,638338,445402,192936
ALB,2021-05-14,653330,448571,204759
ALB,2021-05-17,680083,456980,223103
ALB,2021-05-18,688947,460191,228756
ALB,2021-05-19,697811,463402,234409
ALB,2021-05-20,703743,466083,237660
ALB,2021-05-21,708846,469169,239677
ALB,2021-05-23,716616,472840,243776
ALB,2021-05-24,725135,475237,249898
ALB,2021-05-26,748986,479789,269197
ALB,2021-05-27,759043,481788,277255
ALB,2021-05-30,772204,485162,287042
ALB,2021-05-31,776461,486128,290333
ALB,2021-06-01,780342,487078,293264
ALB,2021-06-03,787321,490050,297271
ALB,2021-06-06,798624,492522,306102
ALB,2021-06-07,803682,493346,310336
ALB,2021-06-08,809992,494437,315555
ALB,2021-06-09,816556,496024,320532
ALB,2021-06-10,823053,498437,324616
ALB,2021-06-11,830281,501735,328546
ALB,2021-06-12,834868,503721,331147
ALB,2021-06-13,836430,504257,332173
ALB,2021-06-14,842535,507764,334771
ALB,2021-06-15,848430,507854,340576
ALB,2021-06-16,854227,509282,344945
ALB,2021-06-17,862628,511175,351453
ALB,2021-06-20,880912,515884,365028
ALB,2021-06-21,890052,519674,370378
ALB,2021-06-22,901429,525800,375629
ALB,2021-06-23,912874,532225,380649
ALB,2021-06-24,922886,537018,385868
ALB,2021-06-28,943439,547300,396139
ALB,2021-06-29,955498,556252,399246
ALB,2021-06-30,968034,564530,403504
ALB,2021-07-01,974486,567084,407402
ALB,2021-07-02,981499,569352,412147
ALB,2021-07-04,988550,571759,416791
ALB,2021-07-05,994081,574187,419894
ALB,2021-07-06,1000063,576905,423158
ALB,2021-07-07,1005663,579552,426111
ALB,2021-07-08,1011297,582106,429191
ALB,2021-07-09,1016554,584832,431722
ALB,2021-07-10,1021408,587238,434170
ALB,2021-07-11,1022802,587876,434926
ALB,2021-07-12,1029234,590476,438758
ALB,2021-07-13,1035667,592502,443165
ALB,2021-07-14,1043499,594669,448830
ALB,2021-07-15,1052108,596977,455131
ALB,2021-07-16,1060042,599387,460655
ALB,2021-07-17,1067135,601701,465434
ALB,2021-07-18,1069365,602460,466905
ALB,2021-07-20,1082424,609538,472886
ALB,2021-07-21,1095453,616592,478861
ALB,2021-07-22,1109785,624490,485295
ALB,2021-07-25,1138771,640047,498724
ALB,2021-07-29,1179769,660756,519013
ALB,2021-07-30,1190847,665632,525215
ALB,2021-07-31,1198933,670215,528718
ALB,2021-08-01,1203087,672765,530322
ALB,2021-08-02,1212761,677938,534823
ALB,2021-08-03,1221640,683052,538588
ALB,2021-08-04,1229405,687768,541637
ALB,2021-08-05,1238036,693000,545036
ALB,2021-08-08,1259952,706470,553482
ALB,2021-08-10,1280239,720232,560007
ALB,2021-08-13,1309995,742540,567455
ALB,2021-08-15,1321198,750965,570233
ALB,2021-08-16,1330754,757938,572816
ALB,2021-08-17,1340339,764997,575342
ALB,2021-08-19,1358228,776986,581242
ALB,2021-08-21,1373349,785724,587625
ALB,2021-08-22,1376763,787510,589253
ALB,2021-08-23,1386713,792663,594050
ALB,2021-08-24,1396390,797441,598949
ALB,2021-08-25,1405653,802394,603259
ALB,2021-08-26,1415907,807368,608539
ALB,2021-08-27,1427977,812555,615422
ALB,2021-08-29,1444764,818955,625809
ALB,2021-08-30,1458048,824170,633878
ALB,2021-08-31,1472316,830396,641920
ALB,2021-09-01,1485250,836613,648637
ALB,2021-09-02,1499898,844304,655594
ALB,2021-09-06,1539232,865281,673951
ALB,2021-09-07,1553626,872116,681510
ALB,2021-09-08,1567313,879459,687854
ALB,2021-09-09,1579402,885981,693421
ALB,2021-09-10,1589575,890978,698597
ALB,2021-09-11,1598196,895363,702833
ALB,2021-09-12,1601552,896926,704626
ALB,2021-09-13,1610157,900814,709343
ALB,2021-09-14,1618111,904594,713517
ALB,2021-09-15,1625636,908232,717404
ALB,2021-09-16,1632986,911372,721614
ALB,2021-09-17,1640239,914401,725838
ALB,2021-09-19,1649884,918307,731577
ALB,2021-09-20,1657595,921001,736594
ALB,2021-09-21,1665590,923771,741819
ALB,2021-09-22,1674093,926652,747441
ALB,2021-09-23,1683644,929624,754020
ALB,2021-09-24,1693555,932595,760960
ALB,2021-09-27,1715133,938985,776148
DZA,2021-08-20,4146091,3421279,724812
DZA,2021-09-04,8000000,5000000,3000000
DZA,2021-09-25,14082920,6017036,4032942
AGO,2021-05-12,626572,586377,40195
AGO,2021-05-18,681502,606287,75215
AGO,2021-05-21,757535,630984,126551
AGO,2021-05-26,859979,663049,196930
AGO,2021-05-31,909215,679034,230181
AGO,2021-06-08,1115919,740289,375630
AGO,2021-06-10,1222630,774926,447704
AGO,2021-06-15,1314375,822109,492266
AGO,2021-06-20,1380174,866381,513793
AGO,2021-06-24,1432699,909119,523580
AGO,2021-06-28,1488292,943301,544991
AGO,2021-07-05,1513460,951772,561688
AGO,2021-07-12,1558201,958373,599828
AGO,2021-07-19,1592537,958373,634164
AGO,2021-08-03,1680059,969946,710113
AGO,2021-08-09,1695588,972978,722610
AGO,2021-08-16,1727488,1000191,727297
AGO,2021-08-20,1754073,1025762,728311
AGO,2021-08-25,1841568,1110558,731010
AGO,2021-09-01,2086325,1165755,920570
AGO,2021-09-11,2469333,1510880,958453
AGO,2021-09-19,2820134,1836547,983587
AGO,2021-09-26,3134137,2127405,1006732
ATG,2021-05-17,34441,31860,2581
ATG,2021-05-21,39519,32469,7050
ATG,2021-05-25,42009,32759,9250
ATG,2021-05-26,44230,32876,11354
ATG,2021-05-27,45939,33024,12915
ATG,2021-05-29,48347,33214,15133
ATG,2021-05-31,50329,33463,16866
ATG,2021-06-03,51811,33632,18179
ATG,2021-06-06,55578,34084,21494
ATG,2021-06-07,57264,34368,22896
ATG,2021-06-09,58074,34644,23430
ATG,2021-06-12,58727,34883,23844
ATG,2021-06-15,59582,35257,24325
ATG,2021-06-17,62204,35611,26593
ATG,2021-06-20,62809,35768,27041
ATG,2021-06-29,63995,36432,27563
ATG,2021-07-01,64455,36583,27872
ATG,2021-07-04,64696,36692,28004
ATG,2021-07-06,64823,36749,28074
ATG,2021-07-08,65077,36826,28251
ATG,2021-07-09,65337,36908,28429
ATG,2021-07-13,65656,37045,28611
ATG,2021-07-15,65757,37092,28665
ATG,2021-07-18,66124,37316,28808
ATG,2021-07-20,66408,37448,28960
ATG,2021-07-21,66522,37498,29024
ATG,2021-07-22,67847,37555,30292
ATG,2021-07-25,68271,37841,30430
ATG,2021-07-28,68715,38067,30648
ATG,2021-07-29,68850,38146,30704
ATG,2021-08-02,69290,38362,30928
ATG,2021-08-04,69518,38462,31056
ATG,2021-08-07,69903,38605,31298
ATG,2021-08-10,70019,38605,31414
ATG,2021-08-14,71065,39039,32026
ATG,2021-08-16,71434,39186,32248
ATG,2021-08-19,71600,39230,32370
ATG,2021-08-22,72282,39466,32816
ATG,2021-08-24,72902,39808,33094
ATG,2021-08-28,73700,40309,33391
ATG,2021-08-30,74637,40795,33842
ATG,2021-08-31,75069,41061,34008
ATG,2021-09-07,77997,42938,35059
ATG,2021-09-10,79390,43681,35709
ATG,2021-09-13,79922,43949,35973
ATG,2021-09-17,81915,45099,36816
ATG,2021-09-24,89252,48580,40672
ABW,2021-04-30,76865,54306,22559
ABW,2021-05-03,77728,54614,23114
ABW,2021-05-04,78956,55152,23804
ABW,2021-05-05,79502,55359,24143
ABW,2021-05-06,79553,55371,24182
ARG,2021-01-20,247933,243539,4394
ARG,2021-01-21,265724,249372,16352
ARG,2021-01-22,279602,254456,25146
ARG,2021-01-23,288064,258876,29188
ARG,2021-01-24,292023,260036,31987
ARG,2021-01-25,292386,260122,32264
ARG,2021-01-26,305880,266969,38911
ARG,2021-01-27,318033,272323,45710
ARG,2021-01-28,327999,276548,51451
ARG,2021-01-29,344034,278451,65583
ARG,2021-01-30,366384,281023,85361
ARG,2021-02-01,375851,281577,94274
ARG,2021-02-03,396562,284196,112366
ARG,2021-02-04,444018,297717,146301
ARG,2021-02-06,471383,307501,163882
ARG,2021-02-07,501152,319316,181836
ARG,2021-02-08,511582,322318,189264
ARG,2021-02-09,513178,322975,190203
ARG,2021-02-10,535303,337772,197531
ARG,2021-02-11,572928,362649,210279
ARG,2021-02-12,591632,368023,223609
ARG,2021-02-13,606245,371629,234616
ARG,2021-02-14,609605,372122,237483
ARG,2021-02-15,609791,372181,237610
ARG,2021-02-16,611169,373253,237916
ARG,2021-02-17,612322,374002,238320
ARG,2021-02-18,635583,392399,243184
ARG,2021-02-19,668654,414958,253696
ARG,2021-02-20,707148,445614,261534
ARG,2021-02-21,720267,456929,263338
ARG,2021-02-22,722234,458822,263412
ARG,2021-02-23,746615,481689,264926
ARG,2021-02-24,780455,513394,267061
ARG,2021-02-25,829832,558831,271001
ARG,2021-02-26,903915,620635,283280
ARG,2021-02-27,984895,694470,290425
ARG,2021-02-28,1025003,731571,293432
ARG,2021-03-01,1049169,755212,293957
ARG,2021-03-02,1126108,823446,302662
ARG,2021-03-03,1181292,874916,306376
ARG,2021-03-04,1252461,941695,310766
ARG,2021-03-05,1357596,1030504,327092
ABW,2021-04-23,67950,48061,19889
ARG,2021-03-07,1526078,1182874,343204
ARG,2021-03-08,1546699,1202998,343701
ARG,2021-03-09,1648957,1301787,347170
ARG,2021-03-10,1774438,1424984,349454
ARG,2021-03-11,1919074,1564555,354519
ARG,2021-03-12,2098205,1719543,378662
ARG,2021-03-13,2294738,1876113,418625
ARG,2021-03-14,2381429,1932696,448733
ARG,2021-03-15,2404194,1952883,451311
ARG,2021-03-16,2541362,2064529,476833
ARG,2021-03-17,2668103,2170116,497987
ARG,2021-03-18,2805153,2289249,515904
ARG,2021-03-19,2939364,2382859,556505
ARG,2021-03-20,3063864,2472426,591438
ARG,2021-03-21,3119828,2514480,605348
ARG,2021-03-22,3142444,2535054,607390
ARG,2021-03-23,3240731,2618750,621981
ARG,2021-03-24,3328933,2694454,634479
ARG,2021-03-25,3365839,2730260,635579
ARG,2021-03-26,3474415,2824344,650071
ARG,2021-03-27,3570460,2908932,661528
ARG,2021-03-28,3625283,2959843,665440
ARG,2021-03-29,3646068,2980182,665886
ARG,2021-03-30,3744566,3073630,670936
ARG,2021-03-31,3891932,3214538,677394
ARG,2021-04-01,4023017,3342427,680590
ARG,2021-04-02,4123152,3440284,682868
ARG,2021-04-03,4178896,3495125,683771
ARG,2021-04-04,4234505,3550166,684339
ARG,2021-04-05,4260808,3576423,684385
ARG,2021-04-06,4404175,3712009,692166
ARG,2021-04-07,4571819,3870734,701085
ARG,2021-04-08,4771214,4064154,707060
ARG,2021-04-09,4956023,4244964,711059
ARG,2021-04-10,5201468,4478948,722520
ARG,2021-04-11,5313612,4586426,727186
ARG,2021-04-12,5390000,4661085,728915
ARG,2021-04-13,5571878,4836246,735632
ARG,2021-04-14,5754919,4996672,758247
ARG,2021-04-15,5935146,5163344,771802
ARG,2021-04-16,6093016,5305604,787412
ARG,2021-04-17,6226872,5431994,794878
ARG,2021-04-18,6288812,5489318,799494
ARG,2021-04-19,6334554,5534225,800329
ARG,2021-04-20,6433141,5620411,812730
ARG,2021-04-21,6550568,5722607,827961
ARG,2021-04-22,6693438,5851232,842206
ARG,2021-04-23,6807411,5955371,852040
ARG,2021-04-24,7017279,6149835,867444
ARG,2021-04-25,7134949,6263849,871100
ARG,2021-04-26,7214704,6341959,872745
ARG,2021-04-27,7386650,6507572,879078
ARG,2021-04-28,7557986,6672739,885247
ARG,2021-04-29,7715006,6806565,908441
ARG,2021-04-30,7865213,6926650,938563
ARG,2021-05-01,7971470,7002992,968478
ARG,2021-05-02,7997902,7025492,972410
ARG,2021-05-03,8039793,7051772,988021
ARG,2021-05-04,8197011,7149293,1047718
ARG,2021-05-05,8391513,7261176,1130337
ARG,2021-05-06,8591061,7399515,1191546
ARG,2021-05-07,8820691,7555386,1265305
ARG,2021-05-08,9001747,7660652,1341095
ARG,2021-05-09,9082597,7688877,1393720
ARG,2021-05-10,9122759,7718272,1404487
ARG,2021-05-11,9237005,7790786,1446219
ARG,2021-05-12,9383945,7866933,1517012
ARG,2021-05-13,9541511,7912175,1629336
ARG,2021-05-14,9704364,7953562,1750802
ARG,2021-05-15,9862623,7992532,1870091
ARG,2021-05-16,9927783,8023563,1904220
ARG,2021-05-17,10002830,8050709,1952121
ARG,2021-05-18,10193368,8141608,2051760
ARG,2021-05-19,10383925,8279961,2103964
ARG,2021-05-20,10549521,8397337,2152184
ARG,2021-05-21,10758782,8531073,2227709
ARG,2021-05-22,10958659,8638944,2319715
ARG,2021-05-23,11067550,8701971,2365579
ARG,2021-05-24,11149468,8735231,2414237
ARG,2021-05-25,11242209,8807373,2434836
ARG,2021-05-26,11331066,8878491,2452575
ARG,2021-05-27,11503476,8988267,2515209
ARG,2021-05-28,11676733,9084600,2592133
ARG,2021-05-29,11906697,9208883,2697814
ARG,2021-05-30,12119901,9361218,2758683
ARG,2021-05-31,12257297,9476406,2780891
ARG,2021-06-01,12497078,9667003,2830075
ARG,2021-06-02,12801115,9924476,2876639
ARG,2021-06-03,13079195,10158653,2920542
ARG,2021-06-04,13374067,10417359,2956708
ARG,2021-06-05,13730521,10733428,2997093
ARG,2021-06-06,14092493,11071365,3021128
ARG,2021-06-07,14336164,11290468,3045696
ARG,2021-06-08,14663805,11577809,3085996
ARG,2021-06-09,15012734,11888649,3124085
ARG,2021-06-10,15353408,12202881,3150527
ARG,2021-06-11,15730223,12555442,3174781
ARG,2021-06-12,16102741,12879690,3223051
ARG,2021-06-13,16286902,12991480,3295422
ARG,2021-06-14,16382043,13043304,3338739
ARG,2021-06-15,16643769,13223188,3420581
ARG,2021-06-16,16876619,13389726,3486893
ARG,2021-06-17,17172628,13609451,3563177
ARG,2021-06-18,17475935,13852316,3623619
ARG,2021-06-19,17837121,14172453,3664668
ARG,2021-06-20,18085389,14397649,3687740
ARG,2021-06-21,18198899,14504810,3694089
ARG,2021-06-22,18380675,14660693,3719982
ARG,2021-06-23,18646784,14886910,3759874
ARG,2021-06-24,18921680,15128961,3792719
ARG,2021-06-25,19205808,15374817,3830991
ARG,2021-06-26,19499231,15617249,3881982
ARG,2021-06-27,19749468,15831632,3917836
ARG,2021-06-28,19951580,15993494,3958086
ARG,2021-06-29,20221697,16228833,3992864
ARG,2021-06-30,20543325,16504606,4038719
ARG,2021-07-01,20907721,16821968,4085753
ARG,2021-07-02,21310026,17106617,4203409
ARG,2021-07-03,21781425,17479963,4301462
ARG,2021-07-04,22179930,17796602,4383328
ARG,2021-07-05,22444129,18011944,4432185
ARG,2021-07-06,22813398,18246811,4566587
ARG,2021-07-07,23317413,18577434,4739979
ARG,2021-07-08,23722105,18869175,4852930
ARG,2021-07-09,24048381,19162483,4885898
ARG,2021-07-10,24518390,19507996,5010394
ARG,2021-07-11,24616918,19594624,5022294
ARG,2021-07-12,24862187,19822638,5039549
ARG,2021-07-13,25254280,20178596,5075684
ARG,2021-07-14,25718531,20605189,5113342
ARG,2021-07-15,26134815,20985921,5148894
ARG,2021-07-16,26511672,21317004,5194668
ARG,2021-07-17,26934235,21644577,5289658
ARG,2021-07-18,27200110,21839491,5360619
ARG,2021-07-19,27430531,22030134,5400397
ARG,2021-07-20,27825228,22342067,5483161
ARG,2021-07-21,28264151,22573282,5690869
ARG,2021-07-22,28674364,22876517,5797847
ARG,2021-07-23,29075280,23209621,5865659
ARG,2021-07-24,29437762,23492843,5944919
ARG,2021-07-25,29723228,23714686,6008542
ARG,2021-07-26,29880247,23857637,6022610
ARG,2021-07-27,30230385,24096445,6133940
ARG,2021-07-28,30655272,24302432,6352840
ARG,2021-07-29,31075801,24542819,6532982
ARG,2021-07-30,31471074,24754641,6716433
ARG,2021-07-31,31877998,24966105,6911893
ARG,2021-08-01,32148787,25092667,7056120
ARG,2021-08-02,32335391,25178202,7157189
ARG,2021-08-03,32695882,25337678,7358204
ARG,2021-08-04,33335932,25646674,7689258
ARG,2021-08-05,33735965,25806439,7929526
ARG,2021-08-06,34134158,25950647,8183511
ARG,2021-08-07,34430142,26028829,8401313
ARG,2021-08-08,34624926,26076234,8548692
ARG,2021-08-09,34902791,26179454,8723337
ARG,2021-08-10,35247776,26293313,8954463
ARG,2021-08-12,35762492,26414061,9348431
ARG,2021-08-13,36038031,26484592,9553439
ARG,2021-08-14,36387897,26565910,9821987
ARG,2021-08-15,36641694,26609472,10032222
ABW,2021-04-24,69279,49351,19928
ARG,2021-08-16,36809251,26643961,10165290
ARG,2021-08-17,36941932,26684756,10257176
ARG,2021-08-18,37234519,26784800,10449719
ARG,2021-08-19,37689167,26902913,10786254
ARG,2021-08-20,38145435,26993547,11151888
ARG,2021-08-21,38584379,27105019,11479360
ARG,2021-08-22,38904089,27178860,11725229
ARG,2021-08-23,39133726,27210308,11923418
ARG,2021-08-24,39507845,27301884,12205961
ARG,2021-08-25,39951618,27414859,12536759
ARG,2021-08-26,40407410,27490908,12916502
ARG,2021-08-27,40855178,27585143,13270035
ARG,2021-08-28,41305344,27681048,13624296
ARG,2021-08-29,41625410,27750181,13875229
ARG,2021-08-30,41930538,27797557,14132981
ARG,2021-08-31,42260571,27873340,14387231
ARG,2021-09-01,42792677,28005793,14786884
ARG,2021-09-02,43221929,28100621,15121308
ARG,2021-09-03,43696315,28183966,15512349
ARG,2021-09-04,44049176,28249162,15800014
ARG,2021-09-05,44401437,28306772,16094665
ARG,2021-09-06,44667497,28344998,16322499
ARG,2021-09-07,45177464,28431871,16745593
ARG,2021-09-08,45523595,28485407,17038188
ARG,2021-09-09,45917635,28553239,17364418
ARG,2021-09-10,46299230,28619681,17679598
ARG,2021-09-11,46690888,28679706,18011231
ARG,2021-09-12,46894772,28706802,18188230
ARG,2021-09-13,46995734,28721805,18274595
ARG,2021-09-14,47242831,28758477,18485435
ARG,2021-09-15,47543513,28819589,18737801
ARG,2021-09-16,47936962,28879464,19073705
ARG,2021-09-17,48310770,28929766,19398787
ARG,2021-09-18,48572796,28968475,19623356
ARG,2021-09-19,48830206,29013805,19842376
ARG,2021-09-20,49017568,29032591,20011380
ARG,2021-09-21,49331494,29081629,20276732
ARG,2021-09-22,49729347,29157102,20602871
ARG,2021-09-23,50010169,29201859,20840361
ARG,2021-09-24,50277880,29308961,21003681
ARG,2021-09-25,50575922,29398567,21216344
ARG,2021-09-26,50755054,29458318,21338286
ARG,2021-09-27,50910055,29504991,21448257
ABW,2021-04-25,73103,53161,19942
ABW,2021-04-26,73360,53244,20116
ABW,2021-04-28,74668,53813,20855
ARM,2021-06-20,64293,52509,11784
ARM,2021-06-27,74714,58518,16196
ARM,2021-07-11,108107,77449,30658
ARM,2021-07-18,131080,94560,36520
ARM,2021-07-25,152529,108674,43855
ARM,2021-08-01,171890,120285,51605
ARM,2021-08-08,194902,132529,62373
ARM,2021-08-15,220236,144573,75663
ARM,2021-08-22,239342,153888,85454
ARM,2021-08-29,275138,176552,98586
ARM,2021-09-05,303325,195290,108035
ARM,2021-09-12,335721,215278,120443
ABW,2021-04-29,75846,54095,21751
ARM,2021-09-19,366779,237454,129325
ARM,2021-09-26,408535,264695,143840
ABW,2021-03-29,25766,15600,10166
ABW,2021-04-10,41096,29197,11899
ABW,2021-04-12,43073,31139,11934
ABW,2021-04-13,45588,33563,12025
ABW,2021-04-14,48200,36058,12142
ABW,2021-04-15,50546,37981,12565
ABW,2021-04-16,52955,39961,12994
ABW,2021-04-17,55582,41770,13812
ABW,2021-04-18,55651,41837,13814
ABW,2021-04-19,58178,43266,14912
ABW,2021-04-20,60379,43945,16434
ABW,2021-04-21,62342,44421,17921
ABW,2021-04-22,64288,45097,19191
ABW,2021-05-07,80258,55625,24633
ABW,2021-05-08,80699,55744,24955
ABW,2021-05-10,81616,56009,25607
ABW,2021-05-11,82877,56288,26589
ABW,2021-05-12,84239,56594,27645
ABW,2021-05-13,85441,56932,28509
ABW,2021-05-14,87536,57314,30222
ABW,2021-05-15,88602,57481,31121
ABW,2021-05-17,91006,57936,33070
ABW,2021-05-18,93734,58344,35390
ABW,2021-05-19,96007,58683,37324
ABW,2021-05-20,97921,58953,38968
ABW,2021-05-21,100003,59341,40662
ABW,2021-05-22,103395,60005,43390
ABW,2021-05-23,108471,61242,47229
ABW,2021-05-24,109756,61548,48208
ABW,2021-05-25,111377,62143,49234
ABW,2021-05-26,111665,62244,49421
ABW,2021-05-27,112316,62498,49818
ABW,2021-05-28,113098,62698,50400
ABW,2021-05-29,113662,62914,50748
ABW,2021-05-31,114154,63113,51041
ABW,2021-06-01,114632,63277,51355
ABW,2021-06-02,115144,63456,51688
ABW,2021-06-03,116563,64004,52559
ABW,2021-06-04,116577,64010,52567
ABW,2021-06-06,116579,64011,52568
ABW,2021-06-07,117036,64184,52852
ABW,2021-06-08,117696,64473,53223
ABW,2021-06-09,118316,64765,53551
ABW,2021-06-10,118873,65022,53851
ABW,2021-06-11,119395,65239,54156
ABW,2021-06-12,121471,66046,55425
ABW,2021-06-14,121874,66185,55689
ABW,2021-06-15,122269,66336,55933
ABW,2021-06-16,122680,66466,56214
ABW,2021-06-17,123115,66614,56501
ABW,2021-06-18,123571,66774,56797
ABW,2021-06-20,123890,66865,57025
ABW,2021-06-21,124313,66991,57322
ABW,2021-06-22,124332,67004,57328
ABW,2021-06-23,124856,67126,57730
ABW,2021-06-24,125289,67278,58011
ABW,2021-06-27,125290,67278,58012
ABW,2021-06-28,125875,67457,58418
ABW,2021-06-29,126387,67610,58777
ABW,2021-06-30,127256,67827,59429
ABW,2021-07-01,127416,67890,59526
ABW,2021-07-02,127984,68087,59897
ABW,2021-07-05,128575,68241,60334
ABW,2021-07-06,129162,68478,60684
ABW,2021-07-07,129646,68664,60982
ABW,2021-07-08,130121,68855,61266
ABW,2021-07-09,130670,69031,61639
ABW,2021-07-10,131930,70174,61756
ABW,2021-07-12,132344,70353,61991
ABW,2021-07-13,132715,70539,62176
ABW,2021-07-14,133180,70755,62425
ABW,2021-07-15,133727,71025,62702
ABW,2021-07-16,133750,71035,62715
ABW,2021-07-19,134510,71409,63101
ABW,2021-07-20,134521,71415,63106
ABW,2021-07-21,134983,71650,63333
ABW,2021-07-22,135450,71894,63556
ABW,2021-07-23,135509,71913,63596
ABW,2021-07-26,135988,72151,63837
ABW,2021-07-27,136496,72440,64056
ABW,2021-07-28,136907,72598,64309
ABW,2021-07-29,137305,72758,64547
ABW,2021-07-30,137598,72787,64811
ABW,2021-07-31,138509,72793,65716
ABW,2021-08-01,138513,72795,65718
ABW,2021-08-02,138688,72813,65875
ABW,2021-08-03,139043,72843,66200
ABW,2021-08-04,139122,72858,66264
ABW,2021-08-05,139303,72908,66395
ABW,2021-08-06,139566,72991,66575
ABW,2021-08-09,139887,73125,66762
ABW,2021-08-10,140304,73394,66910
ABW,2021-08-11,140901,73738,67163
ABW,2021-08-12,141116,73843,67273
ABW,2021-08-13,141611,74089,67522
ABW,2021-08-16,142033,74271,67762
ABW,2021-08-17,142606,74555,68051
ABW,2021-08-18,143030,74788,68242
ABW,2021-08-19,143396,74987,68409
ABW,2021-08-20,143661,75163,68498
ABW,2021-08-22,145934,77278,68656
ABW,2021-08-23,146254,77540,68714
ABW,2021-08-24,146496,77745,68751
ABW,2021-08-25,146793,77973,68820
ABW,2021-08-26,147080,78173,68907
ABW,2021-08-27,147363,78344,69019
ABW,2021-08-29,147577,78460,69117
ABW,2021-08-30,147653,78503,69150
ABW,2021-08-31,148225,78669,69556
ABW,2021-09-01,148632,78853,69779
ABW,2021-09-02,148867,78935,69932
ABW,2021-09-03,149047,78997,70050
ABW,2021-09-06,149590,79209,70381
ABW,2021-09-07,149690,79261,70429
ABW,2021-09-08,149974,79341,70633
ABW,2021-09-09,150216,79400,70816
ABW,2021-09-10,150466,79475,70991
ABW,2021-09-11,151287,79801,71486
ABW,2021-09-12,153189,80344,72845
ABW,2021-09-13,153193,80346,72847
ABW,2021-09-14,153597,80425,73172
ABW,2021-09-15,154061,80518,73543
ABW,2021-09-16,154447,80606,73841
ABW,2021-09-20,154700,80707,73993
ABW,2021-09-21,155093,80888,74205
ABW,2021-09-22,155119,80907,74212
ABW,2021-09-23,155336,80976,74360
ABW,2021-09-24,155501,81036,74465
ABW,2021-09-25,155609,81124,74485
ABW,2021-09-26,155660,81149,74511
ABW,2021-09-27,155753,81187,74566
AUS,2021-05-24,3613053,3196760,416293
AUS,2021-05-25,3690622,3271385,419237
AUS,2021-05-26,3795280,3322398,472882
AUS,2021-05-27,3906668,3424987,481681
AUS,2021-05-28,4031539,3540220,491319
AUS,2021-05-29,4153149,3657125,496024
AUS,2021-05-30,4212899,3715078,497821
AUS,2021-05-31,4243600,3744363,499237
AUS,2021-06-01,4362739,3859771,502968
AUS,2021-06-02,4501444,3960813,540631
AUS,2021-06-03,4642703,4093811,548892
AUS,2021-06-04,4786362,4228887,557475
AUS,2021-06-05,4927607,4362791,564816
AUS,2021-06-06,5016352,4447862,568490
AUS,2021-06-07,5076413,4500429,575984
AUS,2021-06-08,5203977,4568861,635116
AUS,2021-06-09,5344862,4695288,649574
AUS,2021-06-10,5487670,4831188,656482
AUS,2021-06-11,5641008,4972011,668997
AUS,2021-06-12,5773924,5090527,683397
AUS,2021-06-13,5834746,5141504,693242
AUS,2021-06-14,5867299,5172427,694872
AUS,2021-06-15,5931245,5232353,698892
AUS,2021-06-16,6083320,5304987,778333
AUS,2021-06-17,6219330,5418764,800566
AUS,2021-06-18,6360666,5539659,821007
AUS,2021-06-22,6719384,5632040,1087344
AUS,2021-06-23,6860276,5745875,1114401
AUS,2021-06-24,6999198,5868407,1130791
AUS,2021-06-25,7137632,5967916,1169716
AUS,2021-06-29,7500700,6023340,1477360
AUS,2021-06-30,7645585,6144110,1501475
AUS,2021-07-02,7970153,6244123,1726030
AUS,2021-07-03,8121649,6313655,1807994
AUS,2021-07-04,8201367,6345897,1855470
AUS,2021-07-05,8255473,6378131,1877342
AUS,2021-07-06,8402191,6458252,1943939
AUS,2021-07-07,8567666,6544028,2023638
AUS,2021-07-08,8706799,6607630,2099169
AUS,2021-07-09,8871572,6691342,2180230
AUS,2021-07-10,9014072,6759800,2254272
AUS,2021-07-11,9097969,6794456,2303513
AUS,2021-07-12,9149817,6824431,2325386
AUS,2021-07-13,9304026,6903594,2400432
AUS,2021-07-14,9469145,6980847,2488298
AUS,2021-07-15,9631807,7053655,2578152
AUS,2021-07-16,9806809,7137238,2669571
AUS,2021-07-17,9970746,7217627,2753119
AUS,2021-07-18,10067446,7265981,2801465
AUS,2021-07-19,10125533,7297678,2827855
AUS,2021-07-20,10295444,7389103,2906341
AUS,2021-07-21,10470033,7475815,2994218
AUS,2021-07-22,10654563,7564919,3089644
AUS,2021-07-23,10850993,7668075,3182918
AUS,2021-07-24,11032835,7761388,3271447
AUS,2021-07-25,11140511,7813820,3326691
AUS,2021-07-26,11211447,7852970,3358477
