iso_code,d,total_vaccinations,people_vaccinated,people_fully_vaccinated
ZAF,2021-03-27,231605,231605,231605
ZAF,2021-03-29,239665,239665,239665
ZAF,2021-03-30,251707,251707,251707
ZAF,2021-03-31,263878,263878,263878
ZAF,2021-04-01,269102,269102,269102
ZAF,2021-04-06,272438,272438,272438
ZAF,2021-04-07,278909,278909,278909
ZAF,2021-04-08,283629,283629,283629
ZAF,2021-04-09,288368,288368,288368
ZAF,2021-04-10,288406,288406,288406
ZAF,2021-04-12,289787,289787,289787
ZAF,2021-04-13,292623,292623,292623
ZAF,2021-04-28,298153,298153,298153
ZAF,2021-04-29,307591,307591,307591
ZAF,2021-04-30,317656,317656,317656
ZAF,2021-05-01,318670,318670,318670
ZAF,2021-05-03,329098,329098,329098
ZAF,2021-05-04,353181,353181,353181
ZAF,2021-05-05,366101,366101,366101
ZAF,2021-05-07,381171,381171,381171
ZAF,2021-05-08,382480,382480,382480
ZAF,2021-05-10,395230,395230,395230
ZAF,2021-05-11,414372,414372,414372
ZAF,2021-05-12,430730,430730,430730
ZAF,2021-05-13,455169,455169,455169
ZAF,2021-05-14,474318,474318,474318
ZAF,2021-05-15,478452,478452,478452
ZAF,2021-05-16,478733,478733,478733
ZAF,2021-05-17,478733,478733,478733
ZAF,2021-05-18,519139,519139,479768
ZAF,2021-07-08,4017442,3639039,1253978
ZAF,2021-07-09,4203293,3756282,1344690
ZAF,2021-07-10,4236718,3783990,1355743
ZAF,2021-07-12,4390891,3887113,1399497
ZAF,2021-07-13,4535222,3995020,1459950
ZAF,2021-07-15,5046267,4335517,1674152
ZAF,2021-07-19,5095013,4376024,1688514
ZAF,2021-07-20,5328110,4533966,1786939
ZAF,2021-07-22,6085108,5045795,2154922
ZAF,2021-07-23,6308201,5202583,2274267
ZAF,2021-07-25,6384382,5266979,2311559
ZAF,2021-07-27,6854667,5580927,2580001
ZAF,2021-07-29,7297912,5921627,2835930
ZAF,2021-08-02,7567757,6123925,2982952
ZAF,2021-08-03,7981822,6403808,3212974
ZAF,2021-08-05,8182380,6546410,3327950
ZAF,2021-08-08,8602124,6866089,3576698
ZAF,2021-08-10,8811608,6995459,3719508
ZAF,2021-08-12,9185756,7249045,3958231
ZAF,2021-08-15,9387129,7389049,4082852
ZAF,2021-08-16,9557542,7486036,4197442
ZAF,2021-08-18,9962111,7702298,4482893
ZAF,2021-08-19,10167749,7808653,4629371
ZAF,2021-08-20,10431124,7986245,4782071
ZAF,2021-08-22,10479363,8017522,4832763
ZAF,2021-08-23,10790501,8240067,4983911
ZAF,2021-08-24,11076106,8439579,5141248
ZAF,2021-08-27,11924972,9026420,5601878
ZAF,2021-08-30,12289478,9253007,5818291
ZAF,2021-08-31,12568525,9418185,5985293
ZAF,2021-09-01,12841537,9581161,6145216
ZAF,2021-09-02,13112268,9741655,6301758
ZAF,2021-09-05,13454823,9961650,6492469
ZAF,2021-09-07,13892301,10218230,6751662
ZAF,2021-09-09,14126008,10359652,6888163
ZAF,2021-09-10,14610572,10664881,7153911
ZAF,2021-09-11,14670161,10707263,7187179
ZAF,2021-09-12,14690586,10720370,7199405
ZAF,2021-09-13,14922954,10860642,7330517
ZAF,2021-09-14,15188787,11034034,7473903
ZAF,2021-09-15,15447034,11206776,7609183
ZAF,2021-09-16,15683797,11367049,7734069
ZAF,2021-09-19,15992374,11579000,7911171
ZAF,2021-09-21,16358076,11848402,8108520
ZAF,2021-09-22,16560718,11987011,8228296
ZAF,2021-09-23,16755133,12115821,8344762
ZAF,2021-09-24,16781838,12136460,8362232
ZAF,2021-09-26,16827790,12167828,8391620
KOR,2021-02-26,26331,23840,2501
KOR,2021-02-27,27790,25288,2512
KOR,2021-02-28,28666,26160,2516
KOR,2021-03-01,30224,27715,2522
KOR,2021-03-02,96707,94179,2542
KOR,2021-03-03,166228,163648,2596
KOR,2021-03-04,236822,234020,2819
KOR,2021-03-05,307563,304668,2912
KOR,2021-03-06,325617,322715,2921
KOR,2021-03-07,327714,324806,2927
KOR,2021-03-08,395326,392407,2939
KOR,2021-03-09,458970,455966,3026
KOR,2021-03-10,513247,510232,3249
KOR,2021-03-11,558007,554879,3519
KOR,2021-03-12,596364,593221,3670
KOR,2021-03-13,600260,597104,3693
KOR,2021-03-14,601478,598319,3700
KOR,2021-03-15,614790,611621,4493
KOR,2021-03-16,634205,631014,5034
KOR,2021-03-17,654593,651375,5557
KOR,2021-03-18,674287,670970,5889
KOR,2021-03-19,691608,688257,6328
KOR,2021-03-20,693223,689545,6660
KOR,2021-03-21,693570,689607,6953
KOR,2021-03-22,697677,693408,7313
KOR,2021-03-23,720279,715353,8077
KOR,2021-03-24,752112,745967,9298
KOR,2021-03-25,788039,780723,10686
KOR,2021-03-26,814485,805747,12252
KOR,2021-03-27,815852,807098,12270
KOR,2021-03-28,815951,807188,12281
KOR,2021-03-29,844918,835207,13232
KOR,2021-03-30,877173,865305,15390
KOR,2021-03-31,906239,889540,20227
KOR,2021-04-01,951239,927251,27526
KOR,2021-04-02,997939,967328,34610
KOR,2021-04-03,1007194,976012,35192
KOR,2021-04-04,1007945,976684,35276
KOR,2021-04-05,1046155,1014556,36457
KOR,2021-04-06,1091755,1054184,43011
KOR,2021-04-07,1139820,1092960,53235
KOR,2021-04-08,1187778,1131150,63873
KOR,2021-04-09,1230106,1166056,72383
KOR,2021-04-10,1240486,1175325,73854
KOR,2021-04-11,1240891,1175689,73902
KOR,2021-04-12,1280669,1215386,75234
KOR,2021-04-13,1326047,1260709,76081
KOR,2021-04-14,1372838,1307424,76160
KOR,2021-04-15,1466835,1401353,76233
KOR,2021-04-16,1570830,1505077,76518
KOR,2021-04-17,1600446,1534639,76575
KOR,2021-04-18,1605412,1539577,76605
KOR,2021-04-19,1728681,1662779,76673
KOR,2021-04-20,1860366,1794380,76758
KOR,2021-04-21,1993500,1927366,76917
KOR,2021-04-22,2144366,2059517,95633
KOR,2021-04-23,2324590,2220019,115363
KOR,2021-04-24,2395662,2285241,121214
KOR,2021-04-25,2402426,2291606,121614
KOR,2021-04-26,2567088,2434589,143301
KOR,2021-04-27,2766093,2611726,165176
KOR,2021-04-28,3018910,2843991,185735
KOR,2021-04-29,3311510,3106438,215897
KOR,2021-04-30,3619560,3384587,246680
KOR,2021-05-01,3667706,3424942,254561
KOR,2021-05-02,3669685,3426569,254916
KOR,2021-05-03,3787223,3513446,286159
KOR,2021-05-04,3893985,3588863,317995
KOR,2021-05-05,3925138,3594601,343496
KOR,2021-05-06,4056795,3652621,417515
KOR,2021-05-07,4182239,3701113,494841
KOR,2021-05-08,4222147,3713349,522521
KOR,2021-05-09,4226997,3713423,527302
KOR,2021-05-10,4318586,3727320,605295
KOR,2021-05-11,4408404,3736241,686412
KOR,2021-05-12,4498002,3742768,769622
KOR,2021-05-13,4585276,3751834,848065
KOR,2021-05-14,4677001,3763188,928670
KOR,2021-05-15,4708719,3764660,958922
KOR,2021-05-16,4713918,3764803,963985
KOR,2021-05-17,4828121,3778466,1064647
KOR,2021-05-18,4982852,3791203,1206727
KOR,2021-05-19,5078054,3793238,1299904
KOR,2021-05-20,5302021,3805821,1511383
KOR,2021-05-21,5542482,3820667,1737182
KOR,2021-05-22,5583627,3825976,1773034
KOR,2021-05-23,5586706,3826310,1775780
KOR,2021-05-24,5763903,3898415,1880981
KOR,2021-05-25,5935980,3976924,1974650
KOR,2021-05-26,6091696,4064888,2042479
KOR,2021-05-27,6809273,4727198,2097934
KOR,2021-05-28,7419794,5272447,2163223
KOR,2021-05-29,7593519,5437251,2172151
KOR,2021-05-30,7598511,5442122,2172273
KOR,2021-05-31,8012982,5829244,2199632
KOR,2021-06-01,8607588,6397312,2226203
KOR,2021-06-02,9013742,6780617,2249082
KOR,2021-06-03,9384214,7125066,2275131
KOR,2021-06-04,9783762,7494552,2305296
KOR,2021-06-05,9926532,7634851,2307778
KOR,2021-06-06,9929686,7637964,2307825
KOR,2021-06-07,10845594,8533141,2328608
KOR,2021-06-08,11618581,9280227,2354530
KOR,2021-06-09,12237720,9874743,2379208
KOR,2021-06-10,13041163,10642810,2667688
KOR,2021-06-11,13904319,11470443,2905640
KOR,2021-06-12,14298691,11859751,3024947
KOR,2021-06-13,14326918,11887715,3036991
KOR,2021-06-14,15183921,12657718,3296381
KOR,2021-06-15,15928506,13305342,3506044
KOR,2021-06-16,16602666,13874156,3789501
KOR,2021-06-17,17150146,14317759,3919588
KOR,2021-06-18,17784941,14855392,4047977
KOR,2021-06-19,18018571,15071925,4084134
KOR,2021-06-20,18020086,15072660,4085337
KOR,2021-06-21,18182154,15120323,4203405
KOR,2021-06-22,18354248,15169358,4329362
KOR,2021-06-23,18518007,15213672,4450221
KOR,2021-06-24,18671435,15259556,4558519
KOR,2021-06-25,18832248,15323714,4655719
KOR,2021-06-26,18867261,15335066,4679481
KOR,2021-06-27,18868124,15335143,4680280
KOR,2021-06-28,19025873,15348601,4825431
KOR,2021-06-29,19187481,15365568,4971108
KOR,2021-06-30,19338932,15380475,5108829
KOR,2021-07-01,19463996,15385092,5230432
KOR,2021-07-02,19589966,15390356,5352278
KOR,2021-07-03,19608458,15391953,5369588
KOR,2021-07-04,19609180,15391999,5370265
KOR,2021-07-05,19740541,15446699,5446931
KOR,2021-07-06,19870204,15485262,5538051
KOR,2021-07-07,19995079,15520855,5627349
KOR,2021-07-08,20139831,15559103,5733870
KOR,2021-07-09,20347231,15617673,5882715
KOR,2021-07-10,20399707,15630677,5922198
KOR,2021-07-11,20401415,15631228,5923357
KOR,2021-07-12,20526774,15662740,6017209
KOR,2021-07-13,20745296,15771013,6127474
KOR,2021-07-14,20980167,15883327,6250053
KOR,2021-07-15,21246120,16006503,6392838
KOR,2021-07-16,21565529,16141372,6577403
KOR,2021-07-17,21636969,16175990,6614236
KOR,2021-07-18,21640014,16178457,6614817
KOR,2021-07-19,21871824,16338715,6686384
KOR,2021-07-20,22084221,16489525,6747983
KOR,2021-07-21,22263544,16629312,6787532
KOR,2021-07-22,22464163,16770057,6847410
KOR,2021-07-23,22670845,16916875,6907285
KOR,2021-07-24,22711366,16946275,6918413
KOR,2021-07-25,22713115,16947929,6918509
KOR,2021-07-26,23397544,17567453,6983476
KOR,2021-07-27,23828529,17949813,7032110
KOR,2021-07-28,24351540,18430211,7074730
KOR,2021-07-29,24742776,18778132,7118055
KOR,2021-07-30,25300468,19275557,7178334
KOR,2021-07-31,25529783,19491342,7191868
KOR,2021-08-01,25558360,19519395,7192393
KOR,2021-08-02,26072010,19996689,7228755
KOR,2021-08-03,26400059,20217515,7335983
KOR,2021-08-04,26676846,20384128,7446173
KOR,2021-08-05,26997931,20578173,7573217
KOR,2021-08-06,27410680,20834945,7729204
KOR,2021-08-07,27568587,20956909,7765149
KOR,2021-08-08,27598656,20984706,7767421
KOR,2021-08-09,28210218,21422237,7941456
KOR,2021-08-10,28643770,21686308,8110943
KOR,2021-08-11,28986009,21864994,8274499
KOR,2021-08-12,29862649,22034497,8981639
KOR,2021-08-13,30728067,22278733,9602827
KOR,2021-08-14,31054200,22422195,9785498
KOR,2021-08-15,31078340,22440726,9791108
KOR,2021-08-16,32007469,23113240,10047725
KOR,2021-08-17,33229887,23839220,10544165
KOR,2021-08-18,34074601,24363879,10864227
KOR,2021-08-19,34874131,24869537,11158104
KOR,2021-08-20,35899214,25561213,11491512
KOR,2021-08-21,36388229,25926466,11615274
KOR,2021-08-22,36430799,25966728,11617582
KOR,2021-08-23,37534174,26355050,12337074
KOR,2021-08-24,38535655,26760955,12941997
KOR,2021-08-25,39380985,27139356,13420334
KOR,2021-08-26,40451637,27793439,13846729
KOR,2021-08-27,41598409,28396462,14397515
KOR,2021-08-28,42124196,28672808,14653039
KOR,2021-08-29,42154107,28689021,14668939
KOR,2021-08-30,43134101,29078796,15268918
KOR,2021-08-31,43896547,29326595,15799163
KOR,2021-09-01,44592893,29505203,16334105
KOR,2021-09-02,45260971,29691555,16834205
KOR,2021-09-03,46176927,29925048,17533462
KOR,2021-09-04,46547563,30043855,17794287
KOR,2021-09-05,46561713,30052392,17802469
KOR,2021-09-06,47931161,30796396,18437230
KOR,2021-09-07,48915183,31371039,18858270
KOR,2021-09-08,49595940,31757016,19165314
KOR,2021-09-09,50316284,32197044,19457263
KOR,2021-09-10,51376035,32850017,19874810
KOR,2021-09-11,51906916,33178377,20086992
KOR,2021-09-12,51951337,33200165,20112553
KOR,2021-09-13,53195044,34028192,20535558
KOR,2021-09-14,54011557,34630384,20760161
KOR,2021-09-15,54817862,35006666,21200301
KOR,2021-09-16,55552363,35437339,21514121
KOR,2021-09-17,56646282,36098234,21958832
KOR,2021-09-18,57223832,36490431,22149087
KOR,2021-09-19,57270855,36511707,22175034
KOR,2021-09-20,57314665,36541693,22188884
KOR,2021-09-21,57325354,36548223,22193047
KOR,2021-09-22,57368639,36575770,22208905
KOR,2021-09-23,58302668,37137751,22585882
KOR,2021-09-24,59330019,37754947,23000561
KOR,2021-09-25,59857921,38068211,23216101
KOR,2021-09-26,59907463,38094666,23239931
KOR,2021-09-27,61031949,38511292,23951629
SSD,2021-06-14,18863,17350,1513
SSD,2021-06-20,29410,27338,2072
SSD,2021-06-24,32959,30849,2110
SSD,2021-06-28,44920,42166,2754
SSD,2021-07-05,48461,45074,3387
SSD,2021-07-13,55915,51571,4344
SSD,2021-07-19,56989,52226,4763
SSD,2021-08-30,57150,52387,4763
SSD,2021-09-06,59865,53147,6718
SSD,2021-09-08,67109,55182,11927
SSD,2021-09-19,96041,69157,26884
SSD,2021-09-22,100621,72173,28448
SSD,2021-09-23,103751,74198,29553
ESP,2021-01-18,897942,895627,2315
ESP,2021-01-19,966097,956756,9341
ESP,2021-01-20,1025937,1010295,15642
ESP,2021-01-21,1103301,1054245,49056
ESP,2021-01-22,1165825,1097369,68456
ESP,2021-01-24,1237593,1148895,88698
ESP,2021-01-25,1291216,1167519,123697
ESP,2021-01-26,1356461,1183395,173066
ESP,2021-01-27,1395618,1202859,192759
ESP,2021-01-28,1474189,1222323,251866
ESP,2021-01-31,1609261,1251369,357892
ESP,2021-02-01,1673054,1254535,418519
ESP,2021-02-02,1764778,1265800,498978
ESP,2021-02-03,1865342,1279220,586122
ESP,2021-02-04,1988160,1305251,682909
ESP,2021-02-07,2105033,1318626,786407
ESP,2021-02-08,2167241,1328459,838782
ESP,2021-02-09,2233249,1343566,889683
ESP,2021-02-10,2320507,1377229,943278
ESP,2021-02-11,2423045,1422560,1000485
ESP,2021-02-14,2561608,1491517,1070091
ESP,2021-02-15,2624512,1527590,1096922
ESP,2021-02-16,2690457,1571277,1119180
ESP,2021-02-17,2782751,1638195,1144556
ESP,2021-02-18,2936011,1764985,1171026
ESP,2021-02-21,3090351,1893290,1197061
ESP,2021-02-22,3165191,1956886,1208305
ESP,2021-02-23,3284678,2063495,1221183
ESP,2021-02-24,3436158,2204376,1231782
ESP,2021-02-25,3605635,2361852,1243783
ESP,2021-02-28,3829465,2567617,1261848
ESP,2021-03-01,3908734,2642034,1266700
ESP,2021-03-02,4059320,2772318,1287002
ESP,2021-03-03,4229092,2920179,1308913
ESP,2021-03-04,4471577,3129092,1342485
ESP,2021-03-07,4712191,3328703,1383488
ESP,2021-03-08,4848648,3436412,1412236
ESP,2021-03-09,4989505,3541667,1447838
ESP,2021-03-10,5172106,3668848,1503258
ESP,2021-03-11,5352767,3769523,1583244
ESP,2021-03-15,5644895,3951221,1693674
ESP,2021-03-16,5742218,4013681,1728537
ESP,2021-03-17,5857085,4052470,1804615
ESP,2021-03-18,5993363,4106550,1886813
ESP,2021-03-22,6321908,4211040,2110868
ESP,2021-03-23,6409196,4252598,2156598
ESP,2021-03-24,6620093,4343860,2276233
ESP,2021-03-25,6839736,4447534,2392202
ESP,2021-03-26,7067371,4561529,2505842
ESP,2021-03-29,7571439,4967230,2604209
ESP,2021-03-30,7736611,5092535,2644076
ESP,2021-03-31,8035160,5314076,2721084
ESP,2021-04-01,8342155,5545140,2797015
ESP,2021-04-03,8548598,5707450,2841148
ESP,2021-04-05,8743694,5890888,2852806
ESP,2021-04-06,9021001,6118710,2902291
ESP,2021-04-07,9357847,6416016,2941831
ESP,2021-04-08,9811529,6791079,3020450
ESP,2021-04-09,10231825,7159716,3072109
ESP,2021-04-12,10784997,7676560,3108437
ESP,2021-04-13,11073657,7937566,3136091
ESP,2021-04-14,11436073,8250887,3185186
ESP,2021-04-15,11885085,8631548,3253537
ESP,2021-04-16,12330755,9002054,3328701
ESP,2021-04-19,12853599,9441685,3411914
ESP,2021-04-20,13041032,9588913,3452119
ESP,2021-04-21,13497809,9886203,3611606
ESP,2021-04-22,13909964,10141949,3768015
ESP,2021-04-23,14266251,10405863,3862789
ESP,2021-04-25,14715931,10796466,3947465
ESP,2021-04-26,14994667,11013911,4020945
ESP,2021-04-27,15377862,11261171,4166758
ESP,2021-04-28,15859772,11520146,4413784
ESP,2021-04-29,16364595,11763360,4689766
ESP,2021-05-02,17178566,12196079,5113598
ESP,2021-05-03,17430810,12381213,5202297
ESP,2021-05-04,17916566,12686341,5394315
ESP,2021-05-05,18489580,12966552,5696827
ESP,2021-05-06,19048132,13271511,5956451
ESP,2021-05-09,19830624,13797431,6221476
ESP,2021-05-10,20162661,14028954,6327447
ESP,2021-05-11,20623815,14318348,6502978
ESP,2021-05-12,21071940,14555552,6716156
ESP,2021-05-13,21683707,14911306,6976683
ESP,2021-05-16,22313088,15320846,7213716
ESP,2021-05-17,22587343,15495889,7323426
ESP,2021-05-18,22973955,15741247,7469173
ESP,2021-05-19,23503085,16049843,7697288
ESP,2021-05-20,23962365,16347683,7865313
ESP,2021-05-23,24534056,16709939,8130648
ESP,2021-05-24,24876302,16953205,8250814
ESP,2021-05-25,25280864,17187731,8434233
ESP,2021-05-26,25745178,17487591,8614678
ESP,2021-05-27,26133689,17707320,8804363
ESP,2021-05-30,26827637,18032417,9221285
ESP,2021-05-31,27119733,18178604,9405245
ESP,2021-06-01,27607247,18426204,9679187
ESP,2021-06-02,28182345,18720164,9979204
ESP,2021-06-03,28752570,19038135,10257209
ESP,2021-06-06,30007806,19786574,11002869
ESP,2021-06-07,30472862,20048174,11260175
ESP,2021-06-08,31004060,20305788,11552393
ESP,2021-06-09,31628321,20628061,11893951
ESP,2021-06-10,32282553,20963619,12250002
ESP,2021-06-13,33242768,21474788,12813055
ESP,2021-06-14,33632590,21713840,13007371
ESP,2021-06-15,34224523,22048919,13301010
ESP,2021-06-16,34845346,22365104,13641091
ESP,2021-06-17,35412140,22684911,13939564
ESP,2021-06-20,36357745,23200566,14431683
ESP,2021-06-21,36880086,23443444,14745736
ESP,2021-06-22,37560626,23772029,15138439
ESP,2021-06-23,38293871,24079429,15602526
ESP,2021-06-24,38808490,24325902,15894800
ESP,2021-06-27,39914204,24792784,16609913
ESP,2021-06-28,40565038,25007416,17088342
ESP,2021-06-29,41279995,25320606,17519587
ESP,2021-06-30,42027584,25627278,17990526
ESP,2021-07-01,42792983,25948237,18466362
ESP,2021-07-04,43959621,26505676,19135448
ESP,2021-07-05,44544324,26727529,19530228
ESP,2021-07-06,45233735,26996373,19982080
ESP,2021-07-07,45924484,27277127,20528505
ESP,2021-07-08,46612489,27534723,20999346
ESP,2021-07-11,47777316,27994332,21789996
ESP,2021-07-12,48315430,28216249,22139864
ESP,2021-07-13,48911460,28475900,22511734
ESP,2021-07-14,49585197,28759879,22949155
ESP,2021-07-15,50239048,29033376,23372796
ESP,2021-07-18,51229989,29484796,24041017
ESP,2021-07-19,51710022,29697691,24344008
ESP,2021-07-20,52293044,29956479,24700450
ESP,2021-07-21,52879267,30217311,25060958
ESP,2021-07-22,53449255,30500003,25398978
ESP,2021-07-25,54259325,30827932,25944318
ESP,2021-07-26,54617577,30996228,26151164
ESP,2021-07-27,55185352,31315140,26420097
ESP,2021-07-28,55713142,31592444,26694887
ESP,2021-07-29,56186601,31851618,26933847
ESP,2021-08-01,56795869,32169472,27262062
ESP,2021-08-02,57141754,32352818,27437503
ESP,2021-08-03,57653031,32650750,27811786
ESP,2021-08-04,58102441,32892680,28034427
ESP,2021-08-05,58542495,33141450,28255949
ESP,2021-08-08,59108679,33424529,28587458
ESP,2021-08-09,59429601,33575961,28768777
ESP,2021-08-10,59927147,33871458,28993301
ESP,2021-08-11,60449774,34196761,29221276
ESP,2021-08-12,60919867,34455543,29526380
ESP,2021-08-15,61418303,34716227,29794008
ESP,2021-08-16,61723171,34867478,29968303
ESP,2021-08-17,62193144,35072910,30261332
ESP,2021-08-18,62665513,35269276,30565129
ESP,2021-08-19,63090941,35442173,31096470
ESP,2021-08-22,63590985,35667383,31447188
ESP,2021-08-23,63938402,35831729,31653643
ESP,2021-08-24,64312970,35950365,31930874
ESP,2021-08-25,64714501,36111205,32239782
ESP,2021-08-26,65035990,36237517,32459380
ESP,2021-08-29,65444891,36346563,32811664
ESP,2021-08-30,65673013,36431416,32996436
ESP,2021-08-31,66130220,36533328,33376693
ESP,2021-09-01,66464730,36613696,33657941
ESP,2021-09-02,66788317,36696877,33940053
ESP,2021-09-05,67190707,36820586,34270593
ESP,2021-09-06,67385522,36889887,34418544
ESP,2021-09-07,67798496,37008271,34739745
ESP,2021-09-08,68002439,37067635,34903802
ESP,2021-09-09,68205694,37126744,35070311
ESP,2021-09-12,68486683,37216507,35300384
ESP,2021-09-13,68619581,37243220,35413078
ESP,2021-09-14,68820573,37303202,35571661
ESP,2021-09-15,68955191,37341455,35688441
ESP,2021-09-16,69094664,37385758,35784743
ESP,2021-09-19,69427047,37472155,36086354
ESP,2021-09-20,69427047,37472155,36086354
ESP,2021-09-21,69549078,37508658,36184677
ESP,2021-09-22,69642236,37538323,36259105
ESP,2021-09-23,69740837,37571186,36335711
ESP,2021-09-26,69867532,37612369,36447564
LKA,2021-04-29,933591,927711,5880
LKA,2021-04-30,953461,928107,25354
LKA,2021-05-01,991299,928107,63192
LKA,2021-05-02,1016195,928107,88088
LKA,2021-05-03,1024978,928107,96871
LKA,2021-05-04,1048113,928107,120006
LKA,2021-05-05,1069828,928107,141721
LKA,2021-05-06,1088093,928107,159986
LKA,2021-05-07,1105342,928107,177235
LKA,2021-05-09,1125740,928400,197340
LKA,2021-05-10,1130257,931276,198981
LKA,2021-05-11,1162770,948817,213953
LKA,2021-05-12,1220248,996445,223803
LKA,2021-05-13,1309840,1075848,233992
LKA,2021-05-14,1384079,1140122,243957
LKA,2021-05-16,1541761,1273861,267900
LKA,2021-05-17,1570070,1300558,269512
LKA,2021-05-18,1644957,1350065,294892
LKA,2021-05-19,1683203,1383082,300121
LKA,2021-05-20,1707323,1399927,307396
LKA,2021-05-21,1726749,1410615,316134
LKA,2021-05-22,1749366,1426735,322631
LKA,2021-05-23,1765378,1437147,328231
LKA,2021-05-24,1772924,1439501,333423
LKA,2021-05-25,1782429,1441501,340928
LKA,2021-05-26,1786343,1443066,343277
LKA,2021-05-27,1790688,1446712,343976
LKA,2021-05-28,1833048,1488651,344397
LKA,2021-05-29,1851001,1505273,345728
LKA,2021-05-30,1872990,1526750,346240
LKA,2021-05-31,1956742,1608518,348224
LKA,2021-06-01,2041307,1691562,349745
LKA,2021-06-02,2117653,1766636,351017
LKA,2021-06-05,2272260,1920801,351459
LKA,2021-06-06,2296864,1943708,353156
LKA,2021-06-07,2301489,1948187,353302
LKA,2021-06-08,2333591,1979802,353789
LKA,2021-06-09,2377211,2023256,353955
LKA,2021-06-10,2450965,2089320,361645
LKA,2021-06-11,2544373,2156935,387438
LKA,2021-06-12,2632706,2199504,433202
LKA,2021-06-13,2769383,2259385,509998
LKA,2021-06-14,2830470,2285572,544898
LKA,2021-06-15,2930212,2317012,613200
LKA,2021-06-16,3027917,2350564,677353
LKA,2021-06-17,3082905,2380354,702551
LKA,2021-06-18,3140256,2391683,748573
LKA,2021-06-19,3217818,2430811,787007
LKA,2021-06-20,3261432,2455180,806252
LKA,2021-06-21,3301923,2472807,829116
LKA,2021-06-22,3324349,2482166,842183
LKA,2021-06-24,3367220,2500428,866792
LKA,2021-06-28,3506077,2605558,900519
LKA,2021-06-29,3575996,2636524,939472
LKA,2021-06-30,3693103,2697778,995325
LKA,2021-07-01,3866623,2789537,1077086
LKA,2021-07-02,4036580,2889602,1146978
LKA,2021-07-03,4122829,2916330,1206499
LKA,2021-07-04,4186533,2951245,1235288
LKA,2021-07-05,4222194,2971751,1250443
LKA,2021-07-07,4528948,3244417,1284531
LKA,2021-07-08,4716695,3396167,1320528
LKA,2021-07-09,4938821,3584651,1354170
LKA,2021-07-10,5133118,3754422,1378696
LKA,2021-07-11,5319423,3896184,1423239
LKA,2021-07-12,5438365,3991392,1446973
LKA,2021-07-13,5697255,4192446,1504809
LKA,2021-07-14,6034000,4496770,1537230
LKA,2021-07-15,6431100,4847360,1583740
LKA,2021-07-16,6804481,5175605,1628876
LKA,2021-07-17,7051114,5404938,1646176
LKA,2021-07-18,7246983,5578909,1668074
LKA,2021-07-19,7361893,5675329,1686564
LKA,2021-07-20,7573967,5876281,1697686
LKA,2021-07-21,7852443,6138757,1713686
LKA,2021-07-22,8040200,6317202,1722998
LKA,2021-07-23,8278847,6542533,1736314
LKA,2021-07-24,8439469,6693072,1746397
LKA,2021-07-25,8907559,7114087,1793472
LKA,2021-07-26,9240909,7434297,1806612
LKA,2021-07-27,9722331,7839638,1882693
LKA,2021-07-28,10119124,8232194,1886930
LKA,2021-07-29,10712817,8718433,1994384
LKA,2021-07-30,11242718,9178909,2063809
LKA,2021-07-31,11768810,9634704,2134106
LKA,2021-08-01,12098889,9944683,2154206
LKA,2021-08-02,12331868,10076981,2254887
LKA,2021-08-03,12758216,10309855,2448361
LKA,2021-08-04,13065376,10481285,2584091
LKA,2021-08-05,13262725,10616683,2646042
LKA,2021-08-06,13456322,10777259,2679063
LKA,2021-08-07,13570682,10871332,2699350
LKA,2021-08-08,13765238,10986524,2778714
LKA,2021-08-12,15310726,11534750,3775976
LKA,2021-08-20,17068274,11799191,5269083
LKA,2021-08-21,17587688,12073373,5514315
LKA,2021-08-22,17709118,12088864,5620254
LKA,2021-08-23,17761535,12096630,5664905
LKA,2021-08-24,17936988,12129492,5807496
LKA,2021-08-25,18099085,12149634,5949451
LKA,2021-08-26,18341871,12220331,6121540
LKA,2021-08-27,18719417,12255121,6464296
LKA,2021-08-28,19163620,12290482,6873138
LKA,2021-08-29,19351672,12309254,7042418
LKA,2021-08-30,19498407,12325287,7173120
LKA,2021-08-31,20126990,12423579,7703411
LKA,2021-09-01,20638181,12468949,8169232
LKA,2021-09-02,21146303,12564209,8582094
LKA,2021-09-03,21405915,12604733,8801182
LKA,2021-09-04,21667819,12660231,9007588
LKA,2021-09-05,21840957,12703070,9137887
LKA,2021-09-06,21908847,12729601,9179246
LKA,2021-09-07,22237998,12823147,9414851
LKA,2021-09-08,22667612,12952755,9714857
LKA,2021-09-09,23123345,13128756,9994589
LKA,2021-09-10,23476342,13264805,10211537
LKA,2021-09-11,23777337,13371289,10406048
LKA,2021-09-12,24002848,13458620,10544228
LKA,2021-09-13,24077046,13497826,10579220
LKA,2021-09-14,24226161,13553534,10672627
LKA,2021-09-15,24349601,13602365,10747236
LKA,2021-09-16,24463453,13649253,10814200
LKA,2021-09-17,24558102,13690202,10867900
LKA,2021-09-18,24689082,13720887,10968195
LKA,2021-09-19,24803998,13749897,11054101
LKA,2021-09-20,24866006,13772541,11093465
LKA,2021-09-21,24927089,13802944,11124145
LKA,2021-09-22,25110877,13906987,11203890
LKA,2021-09-23,25339522,14032696,11306826
LKA,2021-09-24,25589878,14183520,11406358
LKA,2021-09-25,25813491,14302376,11511115
LKA,2021-09-26,25961797,14367807,11593990
LKA,2021-09-27,26002445,14391759,11610686
SDN,2021-05-30,358236,320305,37931
SDN,2021-06-02,402114,360721,41393
